plane u v itype x0 y0 irot nvertices vx_0 vy_0 vx_1 vy_1 vx_2 vy_2 vx_3 vy_3 vx_4 vy_4 vx_5 vy_5 vx_6 vy_6 icassette trigRate trigLinks dataRate_ld dataLinks_ld dataRate_hd dataLinks_hd MB wagon isEngine nROCs power mrot phi HDorLD hash hash_hdld engine_trig_fibres engine_data_fibres engine_ctrl_fibres dataPp0 trigPp0 dataPp0_type trigPp0_type dataPp1 trigPp1 dataPp1_type trigPp1_type dataPp2 DAQ
17 7 10 FOe 335.287 1456.535 1 6 419.012 1408.150 419.133 1504.960 335.302 1553.360 251.436 1504.900 251.452 1408.127 335.283 1359.727 419.012 1408.150 2 0.790 2.000 0.277 1.000 0.271 1.000 110 1 False 3 3.600 0 77.037 0 1707100.000 1707100 2 1 1 PP0(CE-)L17/C02_FO_1_2 PP0(CE-)L17/C02_FO_2_2 A A PP1(CE-)11_FO_1_5 PP1(CE-)9_FO_2_8 Ap Ap PPFO(CE-)X5_16 DAQ_2_5
17 8 0 FO 1345.220 2.370 0 6 1345.200 -94.400 1429.000 -46.000 1429.000 50.700 1345.200 99.200 1261.400 50.700 1261.400 -46.000 1345.200 -94.400 1 0.899 2.000 0.313 1.000 0.299 1.000 9 1 False 3 3.600 0 0.101 0 1708000.000 1708000 2 1 1 PP0(CE-)L17/C01_FO_1_2 PP0(CE-)L17/C01_FO_2_2 A A PP1(CE-)5_FO_1_5 PP1(CE-)3_FO_2_8 Ap Ap PPFO(CE-)X5_7 DAQ_1_5
17 8 1 FO 1261.400 147.550 0 6 1261.400 50.700 1345.200 99.200 1345.200 195.900 1261.400 244.400 1177.600 195.900 1177.600 99.200 1261.400 50.700 1 0.927 2.000 0.344 1.000 0.324 1.000 8 1 False 3 3.600 0 6.672 0 1708010.000 1708010 2 1 1 PP0(CE-)L17/C01_FO_1_2 PP0(CE-)L17/C01_FO_2_2 A A PP1(CE-)5_FO_1_5 PP1(CE-)3_FO_2_8 Ap Ap PPFO(CE-)X5_7 DAQ_1_5
17 8 2 FO 1177.580 292.730 0 6 1177.600 195.900 1261.400 244.400 1261.400 341.200 1177.600 389.500 1093.800 341.200 1093.800 244.400 1177.600 195.900 1 0.932 2.000 0.371 1.000 0.345 1.000 7 1 False 3 3.600 0 13.960 0 1708020.000 1708020 2 1 1 PP0(CE-)L17/C01_FO_1_2 PP0(CE-)L17/C01_FO_2_2 A A PP1(CE-)5_FO_1_5 PP1(CE-)3_FO_2_8 Ap Ap PPFO(CE-)X5_7 DAQ_1_5
17 8 3 FO 1093.760 437.900 0 6 1093.800 341.200 1177.600 389.500 1177.600 486.300 1093.800 534.700 1009.900 486.300 1009.900 389.500 1093.800 341.200 1 0.958 2.000 0.386 1.000 0.356 1.000 10 0 True 3 3.600 0 21.819 0 1708030.000 1708030 2 1 1 PP0(CE-)L17/C01_FO_1_2 PP0(CE-)L17/C01_FO_2_2 A A PP1(CE-)5_FO_1_5 PP1(CE-)3_FO_2_8 Ap Ap PPFO(CE-)X5_7 DAQ_1_5
17 8 4 FO 1009.930 583.090 0 6 1009.900 486.300 1093.800 534.700 1093.800 631.500 1009.900 679.900 926.100 631.500 926.100 534.700 1009.900 486.300 1 0.958 2.000 0.397 1.000 0.365 1.000 11 0 True 3 3.600 0 30.000 0 1708040.000 1708040 2 1 1 PP0(CE-)L17/C01_FO_1_3 PP0(CE-)L17/C01_FO_2_2 B A PP1(CE-)5_FO_1_6 PP1(CE-)3_FO_2_8 Ap Ap PPFO(CE-)X5_2 DAQ_1_1
17 8 5 FO 926.120 728.270 4 6 926.100 631.500 1009.900 679.900 1009.900 776.700 926.100 825.000 842.300 776.700 842.300 679.900 926.100 631.500 1 0.960 2.000 0.388 1.000 0.358 1.000 6 0 True 3 3.600 0 38.180 0 1708050.000 1708050 2 1 1 PP0(CE-)L17/C01_FO_1_1 PP0(CE-)L17/C01_FO_2_1 A A PP1(CE-)5_FO_1_4 PP1(CE-)3_FO_2_7 Ap Ap PPFO(CE-)X5_7 DAQ_1_5
17 8 6 FO 842.300 873.450 4 6 842.300 776.700 926.100 825.000 926.100 921.900 842.300 970.200 758.500 921.900 758.500 825.000 842.300 776.700 1 0.929 2.000 0.369 1.000 0.343 1.000 5 0 True 3 3.600 0 46.040 0 1708060.000 1708060 2 1 1 PP0(CE-)L17/C01_FO_1_1 PP0(CE-)L17/C01_FO_2_1 A A PP1(CE-)5_FO_1_4 PP1(CE-)3_FO_2_7 Ap Ap PPFO(CE-)X5_7 DAQ_1_5
17 8 7 FO 758.480 1018.630 4 6 758.500 921.900 842.300 970.200 842.300 1067.000 758.500 1115.400 674.700 1067.000 674.700 970.200 758.500 921.900 1 0.915 2.000 0.343 1.000 0.323 1.000 4 0 True 3 3.600 0 53.328 0 1708070.000 1708070 2 1 1 PP0(CE-)L17/C01_FO_1_1 PP0(CE-)L17/C01_FO_2_1 A A PP1(CE-)5_FO_1_4 PP1(CE-)3_FO_2_7 Ap Ap PPFO(CE-)X5_7 DAQ_1_5
17 8 8 FO 670.558 1166.180 1 6 754.353 1117.777 754.337 1214.550 670.593 1262.900 586.690 1214.577 586.793 1117.754 670.537 1069.404 754.353 1117.777 2 0.899 2.000 0.313 1.000 0.299 1.000 109 1 False 3 3.600 0 60.101 0 1708080.000 1708080 2 1 1 PP0(CE-)L17/C02_FO_1_2 PP0(CE-)L17/C02_FO_2_2 A A PP1(CE-)11_FO_1_5 PP1(CE-)9_FO_2_8 Ap Ap PPFO(CE-)X5_16 DAQ_2_5
17 8 9 FOe 586.738 1311.360 1 6 670.593 1262.900 670.540 1359.810 586.796 1408.160 502.843 1359.750 502.946 1262.927 586.690 1214.577 670.593 1262.900 2 0.802 2.000 0.289 1.000 0.281 1.000 108 1 False 3 3.600 0 65.895 0 1708090.000 1708090 2 1 1 PP0(CE-)L17/C02_FO_1_2 PP0(CE-)L17/C02_FO_2_2 A A PP1(CE-)11_FO_1_5 PP1(CE-)9_FO_2_8 Ap Ap PPFO(CE-)X5_16 DAQ_2_5
17 8 10 aOeB 502.918 1456.540 1 4 586.796 1408.160 419.133 1504.960 419.012 1408.150 502.843 1359.750 586.796 1408.160 0.000 0.000 0.000 0.000 2 0.713 2.000 0.168 1.000 0.168 1.000 107 1 False 3 3.600 0 70.951 0 1708100.000 1708100 2 1 1 PP0(CE-)L17/C02_FO_1_2 PP0(CE-)L17/C02_FO_2_2 A A PP1(CE-)11_FO_1_5 PP1(CE-)9_FO_2_8 Ap Ap PPFO(CE-)X5_16 DAQ_2_5
17 9 0 aOeB 1512.860 2.370 0 4 1512.900 -94.400 1512.900 99.200 1429.000 50.700 1429.000 -46.000 1512.900 -94.400 0.000 0.000 0.000 0.000 1 0.735 2.000 0.169 1.000 0.169 1.000 9 1 False 3 3.600 0 0.090 0 1709000.000 1709000 2 1 1 PP0(CE-)L17/C01_FO_1_2 PP0(CE-)L17/C01_FO_2_2 A A PP1(CE-)5_FO_1_5 PP1(CE-)3_FO_2_8 Ap Ap PPFO(CE-)X5_7 DAQ_1_5
17 9 1 FOe 1429.040 147.550 0 6 1429.000 50.700 1512.900 99.200 1512.900 195.900 1429.000 244.400 1345.200 195.900 1345.200 99.200 1429.000 50.700 1 0.802 2.000 0.289 1.000 0.281 1.000 8 1 False 3 3.600 0 5.895 0 1709010.000 1709010 2 1 1 PP0(CE-)L17/C01_FO_1_2 PP0(CE-)L17/C01_FO_2_2 A A PP1(CE-)5_FO_1_5 PP1(CE-)3_FO_2_8 Ap Ap PPFO(CE-)X5_7 DAQ_1_5
17 9 2 FO 1345.220 292.730 0 6 1345.200 195.900 1429.000 244.400 1429.000 341.200 1345.200 389.500 1261.400 341.200 1261.400 244.400 1345.200 195.900 1 0.864 2.000 0.302 1.000 0.291 1.000 7 1 False 3 3.600 0 12.277 0 1709020.000 1709020 2 1 1 PP0(CE-)L17/C01_FO_1_2 PP0(CE-)L17/C01_FO_2_2 A A PP1(CE-)5_FO_1_5 PP1(CE-)3_FO_2_8 Ap Ap PPFO(CE-)X5_7 DAQ_1_5
17 9 3 FO 1261.400 437.900 0 6 1261.400 341.200 1345.200 389.500 1345.200 486.300 1261.400 534.700 1177.600 486.300 1177.600 389.500 1261.400 341.200 1 0.890 2.000 0.317 1.000 0.303 1.000 10 1 False 3 3.600 0 19.145 0 1709030.000 1709030 2 1 1 PP0(CE-)L17/C01_FO_1_2 PP0(CE-)L17/C01_FO_2_2 A A PP1(CE-)5_FO_1_5 PP1(CE-)3_FO_2_8 Ap Ap PPFO(CE-)X5_7 DAQ_1_5
17 9 4 FO 1177.580 583.090 0 6 1177.600 486.300 1261.400 534.700 1261.400 631.500 1177.600 679.900 1093.800 631.500 1093.800 534.700 1177.600 486.300 1 0.894 2.000 0.325 1.000 0.309 1.000 11 1 False 3 3.600 0 26.343 0 1709040.000 1709040 2 1 1 PP0(CE-)L17/C01_FO_1_3 PP0(CE-)L17/C01_FO_2_2 B A PP1(CE-)5_FO_1_6 PP1(CE-)3_FO_2_8 Ap Ap PPFO(CE-)X5_2 DAQ_1_1
17 9 5 FO 1093.760 728.270 4 6 1093.800 631.500 1177.600 679.900 1177.600 776.700 1093.800 825.000 1009.900 776.700 1009.900 679.900 1093.800 631.500 1 0.898 2.000 0.326 1.000 0.310 1.000 11 0 False 3 3.600 0 33.657 0 1709050.000 1709050 2 1 1 PP0(CE-)L17/C01_FO_1_3 PP0(CE-)L17/C01_FO_2_2 B A PP1(CE-)5_FO_1_6 PP1(CE-)3_FO_2_8 Ap Ap PPFO(CE-)X5_2 DAQ_1_1
17 9 6 FO 1009.930 873.450 4 6 1009.900 776.700 1093.800 825.000 1093.800 921.900 1009.900 970.200 926.100 921.900 926.100 825.000 1009.900 776.700 1 0.884 2.000 0.317 1.000 0.303 1.000 6 0 False 3 3.600 0 40.855 0 1709060.000 1709060 2 1 1 PP0(CE-)L17/C01_FO_1_1 PP0(CE-)L17/C01_FO_2_1 A A PP1(CE-)5_FO_1_4 PP1(CE-)3_FO_2_7 Ap Ap PPFO(CE-)X5_7 DAQ_1_5
17 9 7 FO 926.120 1018.630 4 6 926.100 921.900 1009.900 970.200 1009.900 1067.000 926.100 1115.400 842.300 1067.000 842.300 970.200 926.100 921.900 1 0.873 2.000 0.303 1.000 0.292 1.000 5 0 False 3 3.600 0 47.723 0 1709070.000 1709070 2 1 1 PP0(CE-)L17/C01_FO_1_1 PP0(CE-)L17/C01_FO_2_1 A A PP1(CE-)5_FO_1_4 PP1(CE-)3_FO_2_7 Ap Ap PPFO(CE-)X5_7 DAQ_1_5
17 9 8 FOe 842.300 1163.810 4 6 842.300 1067.000 926.100 1115.400 926.100 1212.200 842.300 1260.600 758.500 1212.200 758.500 1115.400 842.300 1067.000 1 0.819 2.000 0.288 1.000 0.280 1.000 4 0 False 3 3.600 0 54.105 0 1709080.000 1709080 2 1 1 PP0(CE-)L17/C01_FO_1_1 PP0(CE-)L17/C01_FO_2_1 A A PP1(CE-)5_FO_1_4 PP1(CE-)3_FO_2_7 Ap Ap PPFO(CE-)X5_7 DAQ_1_5
17 9 9 aOeB 754.378 1311.360 1 4 838.203 1263.010 670.540 1359.810 670.593 1262.900 754.337 1214.550 838.203 1263.010 0.000 0.000 0.000 0.000 2 0.735 2.000 0.169 1.000 0.169 1.000 109 1 False 3 3.600 0 60.090 0 1709090.000 1709090 2 1 1 PP0(CE-)L17/C02_FO_1_2 PP0(CE-)L17/C02_FO_2_2 A A PP1(CE-)11_FO_1_5 PP1(CE-)9_FO_2_8 Ap Ap PPFO(CE-)X5_16 DAQ_2_5
17 10 2 aOeB 1512.860 292.730 0 4 1512.900 195.900 1512.900 389.500 1429.000 341.200 1429.000 244.400 1512.900 195.900 0.000 0.000 0.000 0.000 1 0.713 2.000 0.168 1.000 0.168 1.000 7 1 False 3 3.600 0 10.951 0 1710020.000 1710020 2 1 1 PP0(CE-)L17/C01_FO_1_2 PP0(CE-)L17/C01_FO_2_2 A A PP1(CE-)5_FO_1_5 PP1(CE-)3_FO_2_8 Ap Ap PPFO(CE-)X5_7 DAQ_1_5
17 10 3 FOe 1429.040 437.900 0 6 1429.000 341.200 1512.900 389.500 1512.900 486.300 1429.000 534.700 1345.200 486.300 1345.200 389.500 1429.000 341.200 1 0.790 2.000 0.277 1.000 0.271 1.000 10 1 False 3 3.600 0 17.037 0 1710030.000 1710030 2 1 1 PP0(CE-)L17/C01_FO_1_2 PP0(CE-)L17/C01_FO_2_2 A A PP1(CE-)5_FO_1_5 PP1(CE-)3_FO_2_8 Ap Ap PPFO(CE-)X5_7 DAQ_1_5
17 10 4 FOe 1345.220 583.090 0 6 1345.200 486.300 1429.000 534.700 1429.000 631.500 1345.200 679.900 1261.400 631.500 1261.400 534.700 1345.200 486.300 1 0.815 2.000 0.318 1.000 0.318 1.000 11 1 False 3 3.600 0 23.434 0 1710040.000 1710040 2 1 1 PP0(CE-)L17/C01_FO_1_3 PP0(CE-)L17/C01_FO_2_2 B A PP1(CE-)5_FO_1_6 PP1(CE-)3_FO_2_8 Ap Ap PPFO(CE-)X5_2 DAQ_1_1
17 10 5 bOeLR 1261.400 728.270 2 5 1345.200 679.900 1261.400 825.000 1177.600 776.700 1177.600 679.900 1261.400 631.500 1345.200 679.900 0.000 0.000 1 0.803 2.000 0.248 1.000 0.248 1.000 11 1 False 3 3.600 0 30.000 0 1710050.000 1710050 2 1 1 PP0(CE-)L17/C01_FO_1_3 PP0(CE-)L17/C01_FO_2_2 B A PP1(CE-)5_FO_1_6 PP1(CE-)3_FO_2_8 Ap Ap PPFO(CE-)X5_2 DAQ_1_1
17 10 6 FOe 1177.580 873.450 4 6 1177.600 776.700 1261.400 825.000 1261.400 921.900 1177.600 970.200 1093.800 921.900 1093.800 825.000 1177.600 776.700 1 0.814 2.000 0.284 1.000 0.276 1.000 11 0 False 3 3.600 0 36.566 0 1710060.000 1710060 2 1 1 PP0(CE-)L17/C01_FO_1_3 PP0(CE-)L17/C01_FO_2_2 B A PP1(CE-)5_FO_1_6 PP1(CE-)3_FO_2_8 Ap Ap PPFO(CE-)X5_2 DAQ_1_1
17 10 7 FOe 1093.760 1018.630 4 6 1093.800 921.900 1177.600 970.200 1177.600 1067.000 1093.800 1115.400 1009.900 1067.000 1009.900 970.200 1093.800 921.900 1 0.809 2.000 0.313 1.000 0.313 1.000 6 0 False 3 3.600 0 42.963 0 1710070.000 1710070 2 1 1 PP0(CE-)L17/C01_FO_1_1 PP0(CE-)L17/C01_FO_2_1 A A PP1(CE-)5_FO_1_4 PP1(CE-)3_FO_2_7 Ap Ap PPFO(CE-)X5_7 DAQ_1_5
17 10 8 aOeT 1009.930 1163.810 4 4 1093.800 1115.400 926.100 1212.200 926.100 1115.400 1009.900 1067.000 1093.800 1115.400 0.000 0.000 0.000 0.000 1 0.710 2.000 0.167 1.000 0.167 1.000 5 0 False 3 3.600 0 49.049 0 1710080.000 1710080 2 1 1 PP0(CE-)L17/C01_FO_1_1 PP0(CE-)L17/C01_FO_2_1 A A PP1(CE-)5_FO_1_4 PP1(CE-)3_FO_2_7 Ap Ap PPFO(CE-)X5_7 DAQ_1_5
18 1 2 dIeR 0.002 295.096 3 5 83.770 343.506 83.830 321.602 -83.817 321.575 -83.790 343.529 -0.046 391.879 83.770 343.506 0.000 0.000 2 0.000 0.000 1.412 2.000 1.412 2.000 102 0 False 3 3.600 0 90.000 1 1801020.000 1801021 0 2 2 PP0(CE-)L18/C02_FO_1_2 None A None PP1(CE-)11_FO_1_16 None Ap None PPFO(CE-)X5_13 DAQ_2_3
18 1 3 FI 83.822 440.277 4 6 -0.046 391.879 0.057 488.702 83.888 537.102 167.617 488.679 167.688 391.956 83.857 343.556 -0.046 391.879 2 0.000 0.000 1.972 3.000 2.086 3.000 102 0 False 6 7.200 0 79.221 1 1801030.000 1801031 0 2 2 PP0(CE-)L18/C02_FO_1_2 None A None PP1(CE-)11_FO_1_16 None Ap None PPFO(CE-)X5_13 DAQ_2_3
18 1 4 FI 167.633 585.452 4 6 83.888 537.102 83.817 633.825 167.648 682.225 251.464 633.852 251.448 537.079 167.617 488.679 83.888 537.102 2 0.000 0.000 1.291 2.000 1.312 2.000 102 0 False 6 7.200 0 74.022 1 1801040.000 1801041 0 2 2 PP0(CE-)L18/C02_FO_1_2 None A None PP1(CE-)11_FO_1_16 None Ap None PPFO(CE-)X5_13 DAQ_2_3
18 1 5 FI 251.461 730.637 4 6 167.648 682.225 167.664 778.998 251.495 827.398 335.311 779.025 335.295 682.252 251.464 633.852 167.648 682.225 2 0.000 0.000 1.019 2.000 1.009 2.000 102 0 True 6 7.200 0 71.008 1 1801050.000 1801051 0 2 2 PP0(CE-)L18/C02_FO_1_2 None A None PP1(CE-)11_FO_1_16 None Ap None PPFO(CE-)X5_13 DAQ_2_3
18 1 6 FM 335.280 875.817 1 6 251.495 827.398 251.461 924.257 335.292 972.657 419.071 924.148 419.142 827.425 335.311 779.025 251.495 827.398 2 0.000 0.000 0.579 1.000 0.535 1.000 104 0 False 3 3.600 0 69.052 0 1801060.000 1801060 0 1 1 PP0(CE-)L18/C02_FO_1_1 None A None PP1(CE-)11_FO_1_16 None Ap None PPFO(CE-)X5_13 DAQ_2_3
18 1 7 FO 419.100 1020.998 1 6 335.292 972.657 335.221 1069.380 419.139 1117.830 502.868 1069.407 502.989 972.598 419.071 924.148 335.292 972.657 2 0.000 0.000 0.420 1.000 0.376 1.000 104 0 True 3 3.600 0 67.683 0 1801070.000 1801070 0 1 1 PP0(CE-)L18/C02_FO_1_1 None A None PP1(CE-)11_FO_1_16 None Ap None PPFO(CE-)X5_13 DAQ_2_3
18 1 8 FO 502.919 1166.178 1 6 419.139 1117.830 419.068 1214.553 502.899 1262.953 586.715 1214.580 586.699 1117.807 502.868 1069.407 419.139 1117.830 2 0.000 0.000 0.330 1.000 0.308 1.000 104 1 False 3 3.600 0 66.672 0 1801080.000 1801080 0 1 1 PP0(CE-)L18/C02_FO_1_1 None A None PP1(CE-)11_FO_1_16 None Ap None PPFO(CE-)X5_13 DAQ_2_3
18 1 9 FOe 586.739 1311.358 1 6 502.899 1262.953 502.915 1359.726 586.746 1408.126 670.562 1359.753 670.546 1262.980 586.715 1214.580 502.899 1262.953 2 0.000 0.000 0.279 1.000 0.270 1.000 104 1 False 3 3.600 0 65.895 0 1801090.000 1801090 0 1 1 PP0(CE-)L18/C02_FO_1_1 None A None PP1(CE-)11_FO_1_16 None Ap None PPFO(CE-)X5_13 DAQ_2_3
18 2 0 gIe -339.380 2.370 0 6 -339.400 99.200 -320.400 88.200 -320.400 -83.500 -339.400 -94.400 -423.200 -46.000 -423.200 50.800 -339.400 99.200 1 0.000 0.000 2.319 3.000 2.319 3.000 0 0 False 6 7.200 0 179.600 1 1802000.000 1802001 0 1 1 PP0(CE-)L18/C01_FO_1_1 None A None PP1(CE-)5_FO_1_16 None Ap None PPFO(CE-)X5_4 DAQ_1_3
18 2 1 dIeR -255.560 147.550 4 5 -255.600 244.300 -236.600 233.400 -320.400 88.200 -339.400 99.200 -339.400 195.900 -255.600 244.300 -0.000 0.000 1 0.000 0.000 1.412 2.000 1.412 2.000 2 0 False 3 3.600 0 150.000 1 1802010.000 1802011 0 2 2 PP0(CE-)L18/C01_FO_1_2 None A None PP1(CE-)5_FO_1_16 None Ap None PPFO(CE-)X5_4 DAQ_1_3
18 2 2 gIe -167.638 295.097 5 6 -83.790 343.529 -83.817 321.575 -232.513 235.725 -251.453 246.729 -251.437 343.502 -167.606 391.902 -83.790 343.529 2 0.000 0.000 2.319 3.000 2.319 3.000 100 0 False 6 7.200 0 119.600 1 1802020.000 1802021 0 1 1 PP0(CE-)L18/C02_FO_1_1 None A None PP1(CE-)11_FO_1_16 None Ap None PPFO(CE-)X5_13 DAQ_2_3
18 2 3 FI -83.818 440.277 5 6 -167.693 391.852 -167.590 488.675 -83.846 537.025 0.057 488.702 -0.046 391.879 -83.790 343.529 -167.693 391.852 2 0.000 0.000 1.974 3.000 2.089 3.000 101 0 False 6 7.200 0 100.779 1 1802030.000 1802031 0 1 1 PP0(CE-)L18/C02_FO_1_1 None A None PP1(CE-)11_FO_1_16 None Ap None PPFO(CE-)X5_13 DAQ_2_3
18 2 4 FI 0.002 585.457 4 6 -83.846 537.025 -83.743 633.848 0.088 682.248 83.817 633.825 83.888 537.102 0.057 488.702 -83.846 537.025 2 0.000 0.000 1.362 2.000 1.381 2.000 103 0 False 6 7.200 0 90.000 1 1802040.000 1802041 0 1 1 PP0(CE-)L18/C02_FO_1_1 None A None PP1(CE-)11_FO_1_16 None Ap None PPFO(CE-)X5_13 DAQ_2_3
18 2 5 FI 83.813 730.632 4 6 0.088 682.248 -0.033 779.057 83.798 827.457 167.664 778.998 167.648 682.225 83.817 633.825 0.088 682.248 2 0.000 0.000 1.058 2.000 1.047 2.000 103 0 True 6 7.200 0 83.456 1 1802050.000 1802051 0 1 1 PP0(CE-)L18/C02_FO_1_1 None A None PP1(CE-)11_FO_1_16 None Ap None PPFO(CE-)X5_13 DAQ_2_3
18 2 6 FM 167.641 875.818 1 6 83.798 827.457 83.814 924.230 167.645 972.630 251.461 924.257 251.495 827.398 167.664 778.998 83.798 827.457 2 0.000 0.000 0.604 1.000 0.559 1.000 105 0 False 3 3.600 0 79.164 0 1802060.000 1802060 0 1 1 PP0(CE-)L18/C02_FO_1_1 None A None PP1(CE-)11_FO_1_16 None Ap None PPFO(CE-)X5_13 DAQ_2_3
18 2 7 FO 251.460 1020.998 1 6 167.645 972.630 167.661 1069.403 251.492 1117.803 335.221 1069.380 335.292 972.657 251.461 924.257 167.645 972.630 2 0.000 0.000 0.460 1.000 0.410 1.000 105 0 True 3 3.600 0 76.164 0 1802070.000 1802070 0 1 1 PP0(CE-)L18/C02_FO_1_1 None A None PP1(CE-)11_FO_1_16 None Ap None PPFO(CE-)X5_13 DAQ_2_3
18 2 8 FO 335.280 1166.178 1 6 251.492 1117.803 251.421 1214.526 335.339 1262.976 419.068 1214.553 419.139 1117.830 335.221 1069.380 251.492 1117.803 2 0.000 0.000 0.351 1.000 0.323 1.000 105 1 False 3 3.600 0 73.960 0 1802080.000 1802080 0 1 1 PP0(CE-)L18/C02_FO_1_1 None A None PP1(CE-)11_FO_1_16 None Ap None PPFO(CE-)X5_13 DAQ_2_3
18 2 9 FO 419.099 1311.358 1 6 335.339 1262.976 335.268 1359.699 419.099 1408.099 502.915 1359.726 502.899 1262.953 419.068 1214.553 335.339 1262.976 2 0.000 0.000 0.294 1.000 0.281 1.000 105 1 False 3 3.600 0 72.277 0 1802090.000 1802090 0 1 1 PP0(CE-)L18/C02_FO_1_1 None A None PP1(CE-)11_FO_1_16 None Ap None PPFO(CE-)X5_13 DAQ_2_3
18 2 10 aOeB 502.924 1456.530 1 4 419.065 1504.959 586.746 1408.126 502.915 1359.726 419.099 1408.099 419.065 1504.959 0.000 0.000 0.000 0.000 2 0.000 0.000 0.165 1.000 0.165 1.000 105 1 False 3 3.600 0 70.951 0 1802100.000 1802100 0 1 1 PP0(CE-)L18/C02_FO_1_1 None A None PP1(CE-)11_FO_1_16 None Ap None PPFO(CE-)X5_13 DAQ_2_3
18 3 0 FI -507.020 2.370 0 6 -507.000 -94.400 -590.800 -46.000 -590.800 50.700 -507.000 99.200 -423.200 50.700 -423.200 -46.000 -507.000 -94.400 1 0.000 0.000 1.631 2.000 1.683 2.000 0 0 False 6 7.200 0 179.732 1 1803000.000 1803001 0 1 1 PP0(CE-)L18/C01_FO_1_1 None A None PP1(CE-)5_FO_1_16 None Ap None PPFO(CE-)X5_4 DAQ_1_3
18 3 1 FI -423.200 147.550 0 6 -423.200 50.700 -507.000 99.200 -507.000 195.900 -423.200 244.400 -339.400 195.900 -339.400 99.200 -423.200 50.700 1 0.000 0.000 1.974 3.000 2.089 3.000 1 0 False 6 7.200 0 160.779 1 1803010.000 1803011 0 1 1 PP0(CE-)L18/C01_FO_1_1 None A None PP1(CE-)5_FO_1_16 None Ap None PPFO(CE-)X5_4 DAQ_1_3
18 3 2 FI -339.380 292.730 5 6 -339.400 195.900 -423.200 244.400 -423.200 341.200 -339.400 389.500 -255.600 341.200 -255.600 244.400 -339.400 195.900 1 0.000 0.000 1.972 3.000 2.086 3.000 2 0 False 6 7.200 0 139.221 1 1803020.000 1803021 0 2 2 PP0(CE-)L18/C01_FO_1_2 None A None PP1(CE-)5_FO_1_16 None Ap None PPFO(CE-)X5_4 DAQ_1_3
18 3 3 FI -251.458 440.277 5 6 -335.253 391.875 -335.237 488.648 -251.493 536.998 -167.590 488.675 -167.693 391.852 -251.437 343.502 -335.253 391.875 2 0.000 0.000 1.631 2.000 1.683 2.000 100 0 False 6 7.200 0 119.732 1 1803030.000 1803031 0 1 1 PP0(CE-)L18/C02_FO_1_1 None A None PP1(CE-)11_FO_1_16 None Ap None PPFO(CE-)X5_13 DAQ_2_3
18 3 4 FI -167.638 585.457 5 6 -251.493 536.998 -251.440 633.907 -167.696 682.257 -83.743 633.848 -83.846 537.025 -167.590 488.675 -251.493 536.998 2 0.000 0.000 1.294 2.000 1.313 2.000 101 0 False 6 7.200 0 105.978 1 1803040.000 1803041 0 1 1 PP0(CE-)L18/C02_FO_1_1 None A None PP1(CE-)11_FO_1_16 None Ap None PPFO(CE-)X5_13 DAQ_2_3
18 3 5 FI -83.818 730.638 4 6 -167.696 682.257 -167.593 779.080 -83.762 827.480 -0.033 779.057 0.088 682.248 -83.743 633.848 -167.696 682.257 2 0.000 0.000 1.057 2.000 1.045 2.000 103 0 False 6 7.200 0 96.544 1 1803050.000 1803051 0 1 1 PP0(CE-)L18/C02_FO_1_1 None A None PP1(CE-)11_FO_1_16 None Ap None PPFO(CE-)X5_13 DAQ_2_3
18 3 6 FM -0.007 875.813 1 6 -83.762 827.480 -83.833 924.203 -0.002 972.603 83.814 924.230 83.798 827.457 -0.033 779.057 -83.762 827.480 2 0.000 0.000 0.615 1.000 0.566 1.000 106 0 False 3 3.600 0 90.000 0 1803060.000 1803060 0 1 1 PP0(CE-)L18/C02_FO_1_1 None A None PP1(CE-)11_FO_1_16 None Ap None PPFO(CE-)X5_13 DAQ_2_3
18 3 7 FM 83.821 1020.998 1 6 -0.002 972.603 0.014 1069.376 83.845 1117.776 167.661 1069.403 167.645 972.630 83.814 924.230 -0.002 972.603 2 0.000 0.000 0.520 1.000 0.471 1.000 106 0 True 3 3.600 0 85.307 0 1803070.000 1803070 0 1 1 PP0(CE-)L18/C02_FO_1_1 None A None PP1(CE-)11_FO_1_16 None Ap None PPFO(CE-)X5_13 DAQ_2_3
18 3 8 FO 167.640 1166.178 1 6 83.845 1117.776 83.861 1214.549 167.692 1262.949 251.421 1214.526 251.492 1117.803 167.661 1069.403 83.845 1117.776 2 0.000 0.000 0.370 1.000 0.337 1.000 106 1 False 3 3.600 0 81.820 0 1803080.000 1803080 0 1 1 PP0(CE-)L18/C02_FO_1_1 None A None PP1(CE-)11_FO_1_16 None Ap None PPFO(CE-)X5_13 DAQ_2_3
18 3 9 FO 251.465 1311.350 1 6 167.692 1262.949 167.571 1359.759 251.489 1408.209 335.268 1359.699 335.339 1262.976 251.421 1214.526 167.692 1262.949 2 0.000 0.000 0.306 1.000 0.290 1.000 106 1 False 3 3.600 0 79.145 0 1803090.000 1803090 0 1 1 PP0(CE-)L18/C02_FO_1_1 None A None PP1(CE-)11_FO_1_16 None Ap None PPFO(CE-)X5_13 DAQ_2_3
