plane u v itype x0 y0 irot nvertices vx_0 vy_0 vx_1 vy_1 vx_2 vy_2 vx_3 vy_3 vx_4 vy_4 vx_5 vy_5 vx_6 vy_6 icassette_0 icassette_1 trigRate trigLinks dataRate_ld dataLinks_ld dataRate_hd dataLinks_hd MB wagon hash isEngine nROCs power mrot phi HDorLD hash_hdld dataPp0 trigPp0 dataPp1 trigPp1
1 9 6 FO 1004.600 870.000 1 6 1004.600 773.400 1088.400 821.700 1088.400 918.400 1004.600 966.700 920.900 918.400 920.900 821.700 1004.600 773.400 0 1 1.651 2.000 0.607 1.000 0.601 1.000 9 1 109060 False 3 3.600 1 40.893 0 109060 1010 101010 -55 -33
1 9 7 FO 920.900 1015.100 1 6 920.900 918.400 1004.600 966.700 1004.600 1063.400 920.900 1111.700 837.200 1063.400 837.200 966.700 920.900 918.400 0 1 1.815 2.000 0.619 1.000 0.619 1.000 10 1 109070 False 3 3.600 1 47.786 0 109070 1010 101010 -55 -33
1 9 8 bOe 837.200 1160.100 2 5 920.900 1208.400 753.500 1208.400 753.500 1111.700 837.200 1063.400 920.900 1111.700 920.900 1208.400 0.000 0.000 0 1 1.160 2.000 0.466 1.000 0.466 1.000 11 1 109080 False 3 3.600 2 54.183 0 109080 1010 101010 -55 -33
1 9 9 cOe 753.500 1305.100 6 3 753.429 1208.377 669.755 1353.450 669.771 1256.677 753.429 1208.377 0.000 0.000 0.000 0.000 0.000 0.000 1 0 0.000 0.000 0.120 0.000 0.120 0.000 101 1 109090 False 3 3.600 5 60.000 0 109090 1020 101020 -55 -33
1 10 2 cOe 1507.000 290.000 0 3 1507.000 193.300 1423.200 338.400 1423.200 241.700 1507.000 193.300 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0.000 0.120 0.000 0.120 0.000 6 1 110020 False 3 3.600 0 10.893 0 110020 1000 101000 -55 -33
1 10 3 aOe 1423.200 435.000 0 4 1423.200 338.400 1423.200 531.700 1339.500 483.400 1339.500 386.700 1423.200 338.400 0.000 0.000 0.000 0.000 0 0 0.813 1.000 0.323 1.000 0.323 1.000 7 1 110030 False 3 3.600 0 16.996 0 110030 1001 101001 -55 -33
1 10 4 bOe 1339.500 580.000 1 5 1423.200 531.700 1339.500 676.700 1255.800 628.400 1255.800 531.700 1339.500 483.400 1423.200 531.700 0.000 0.000 0 0 1.187 2.000 0.445 1.000 0.445 1.000 8 1 110040 False 3 3.600 1 23.412 0 110040 1001 101001 -55 -33
1 10 5 dOe 1255.800 725.000 0 5 1255.800 628.400 1297.700 652.500 1213.900 797.500 1172.100 773.400 1172.100 676.700 1255.800 628.400 0.000 0.000 0 0 0.717 1.000 0.358 1.000 0.358 1.000 8 1 110050 False 2 2.400 0 29.999 0 110050 1001 101001 -55 -33
1 10 6 bOe 1172.100 870.000 1 5 1255.800 821.700 1172.100 966.700 1088.400 918.400 1088.400 821.700 1172.100 773.400 1255.800 821.700 0.000 0.000 0 0 1.204 2.000 0.447 1.000 0.447 1.000 8 0 110060 False 3 3.600 1 36.585 0 110060 1001 101001 -55 -33
1 10 7 aOe 1088.400 1015.100 1 4 1172.100 966.700 1004.600 1063.400 1004.600 966.700 1088.400 918.400 1172.100 966.700 0.000 0.000 0.000 0.000 0 1 0.798 1.000 0.317 1.000 0.317 1.000 9 1 110070 False 3 3.600 1 43.004 0 110070 1010 101010 -55 -33
1 10 8 cOe 1004.600 1160.100 0 3 1004.600 1063.400 920.900 1208.400 920.900 1111.700 1004.600 1063.400 0.000 0.000 0.000 0.000 0.000 0.000 0 1 0.000 0.000 0.120 0.000 0.120 0.000 10 1 110080 False 3 3.600 0 49.109 0 110080 1010 101010 -55 -33
2 1 2 dIe 0.026 290.046 7 5 -83.718 338.396 -83.721 309.991 83.703 309.978 83.705 338.382 0.047 386.682 -83.718 338.396 0.000 0.000 1 1 0.000 0.000 2.743 3.000 2.743 3.000 111 0 201020 False 3 3.600 6 89.995 1 201021 2030 -57 -55 -33
2 1 3 FI -83.697 435.032 2 6 -167.513 386.659 -83.718 338.396 -0.039 386.732 -0.018 483.368 -83.763 531.718 -167.442 483.382 -167.513 386.659 1 1 0.000 0.000 3.335 3.000 3.980 4.000 111 0 201030 False 6 7.200 4 100.890 1 201031 2030 -57 -55 -33
2 1 4 FI -167.421 580.018 2 6 -251.150 531.595 -167.442 483.382 -83.763 531.718 -83.655 628.305 -167.487 676.705 -251.166 628.368 -251.150 531.595 1 1 0.000 0.000 2.323 2.000 2.455 2.000 111 0 201040 True 6 7.200 4 106.101 1 201041 2030 -57 -55 -33
2 1 5 FM -251.145 725.005 5 6 -334.910 676.718 -251.166 628.368 -167.487 676.705 -167.416 773.427 -251.210 821.691 -334.889 773.355 -334.910 676.718 1 1 0.000 0.000 1.403 2.000 1.401 2.000 110 1 201050 False 3 3.600 4 109.106 0 201050 2030 -57 -55 -33
2 1 6 FM -334.868 869.991 5 6 -418.634 821.705 -334.889 773.355 -251.210 821.691 -251.139 918.414 -334.934 966.677 -418.613 918.341 -418.634 821.705 1 1 0.000 0.000 1.030 1.000 1.009 1.000 110 1 201060 False 3 3.600 4 111.052 0 201060 2030 -57 -55 -33
2 1 7 FM -418.542 1015.064 5 6 -502.358 966.691 -418.613 918.341 -334.934 966.677 -334.863 1063.400 -418.608 1111.750 -502.287 1063.414 -502.358 966.691 1 1 0.000 0.000 0.826 1.000 0.804 1.000 110 0 201070 True 3 3.600 4 112.408 0 201070 2030 -57 -55 -33
2 1 8 FO -502.352 1160.100 5 6 -586.081 1111.677 -502.287 1063.414 -418.608 1111.750 -418.587 1208.386 -502.331 1256.736 -586.010 1208.400 -586.081 1111.677 1 1 0.000 0.000 0.648 1.000 0.644 1.000 110 0 201080 False 3 3.600 4 113.414 0 201080 2030 -57 -55 -33
2 1 9 aOe -586.076 1305.086 5 4 -502.310 1353.373 -669.805 1256.664 -586.010 1208.400 -502.331 1256.736 -502.310 1353.373 0.000 0.000 0.000 0.000 1 1 0.000 0.000 0.381 1.000 0.381 1.000 110 0 201090 False 3 3.600 4 114.183 0 201090 2030 -57 -55 -33
2 2 0 gIe 334.900 -0.000 6 6 334.900 96.700 310.300 82.500 310.300 -82.500 334.900 -96.700 418.600 -48.300 418.600 48.300 334.900 96.700 0 0 0.000 0.000 4.404 4.000 4.404 4.000 0 0 202000 False 6 7.200 6 -0.000 1 202001 2000 -77 -55 -33
2 2 1 dIe 251.200 145.000 6 5 251.200 241.700 226.600 227.500 310.300 82.500 334.900 96.700 334.900 193.300 251.200 241.700 0.000 0.000 0 1 0.000 0.000 2.743 3.000 2.743 3.000 11 0 202010 False 3 3.600 6 29.995 1 202011 2010 -77 -55 -33
2 2 2 gIe 167.450 290.032 7 6 83.705 338.382 83.703 309.978 226.597 227.478 251.195 241.682 251.129 338.368 167.471 386.668 83.705 338.382 1 0 0.000 0.000 4.404 4.000 4.404 4.000 100 0 202020 False 6 7.200 6 60.000 1 202021 2020 -57 -55 -33
2 2 3 FI 83.726 435.018 1 6 -0.039 386.732 83.705 338.382 167.521 386.755 167.405 483.355 83.797 531.741 -0.018 483.368 -0.039 386.732 1 0 0.000 0.000 3.337 3.000 3.987 4.000 103 0 202030 False 6 7.200 3 79.106 1 202031 2020 -57 -55 -33
2 2 4 FI 0.003 580.005 2 6 -83.763 531.718 -0.018 483.368 83.797 531.741 83.682 628.341 0.074 676.727 -83.655 628.305 -83.763 531.718 1 1 0.000 0.000 2.454 2.000 2.623 3.000 104 0 202040 False 6 7.200 4 90.000 1 202041 2030 -57 -55 -33
2 2 5 FI -83.721 724.991 2 6 -167.487 676.705 -83.655 628.305 0.074 676.727 0.008 773.414 -83.737 821.764 -167.416 773.427 -167.487 676.705 1 1 0.000 0.000 1.809 2.000 1.859 2.000 104 0 202050 True 6 7.200 4 96.587 1 202051 2030 -57 -55 -33
2 2 6 FM -167.395 870.064 5 6 -251.210 821.691 -167.416 773.427 -83.737 821.764 -83.716 918.400 -167.374 966.700 -251.139 918.414 -251.210 821.691 1 1 0.000 0.000 1.125 1.000 1.104 1.000 109 1 202060 False 3 3.600 4 100.890 0 202060 2030 -57 -55 -33
2 2 7 FM -251.118 1015.050 5 6 -334.934 966.677 -251.139 918.414 -167.374 966.700 -167.439 1063.386 -251.134 1111.823 -334.863 1063.400 -334.934 966.677 1 1 0.000 0.000 0.876 1.000 0.851 1.000 109 1 202070 False 3 3.600 4 103.896 0 202070 2030 -57 -55 -33
2 2 8 FM -334.842 1160.036 5 6 -418.608 1111.750 -334.863 1063.400 -251.134 1111.823 -251.163 1208.373 -334.858 1256.809 -418.587 1208.386 -418.608 1111.750 1 1 0.000 0.000 0.700 1.000 0.692 1.000 109 0 202080 True 3 3.600 4 106.101 0 202080 2030 -57 -55 -33
2 2 9 bOe -418.652 1305.073 5 5 -334.887 1353.359 -502.310 1353.373 -502.331 1256.736 -418.587 1208.386 -334.858 1256.809 -334.887 1353.359 0.000 0.000 1 1 0.000 0.000 0.529 1.000 0.529 1.000 109 0 202090 False 3 3.600 4 107.786 0 202090 2030 -57 -55 -33
2 3 0 FI 502.300 0.000 0 6 418.700 48.300 418.600 -48.400 502.300 -96.700 586.100 -48.300 586.100 48.300 502.300 96.700 418.700 48.300 0 0 0.000 0.000 2.878 3.000 3.284 3.000 0 0 203000 False 6 7.200 3 0.000 1 203001 2000 -77 -55 -33
2 3 1 FI 418.600 145.000 0 6 334.900 193.400 334.900 96.700 418.700 48.300 502.300 96.700 502.400 193.300 418.600 241.700 334.900 193.400 0 0 0.000 0.000 3.337 3.000 3.987 4.000 3 0 203010 False 6 7.200 3 19.106 1 203011 2000 -77 -55 -33
2 3 2 FI 334.900 290.000 1 6 251.100 338.400 251.200 241.700 334.900 193.400 418.600 241.700 418.600 338.400 334.900 386.700 251.100 338.400 0 1 0.000 0.000 3.335 3.000 3.980 4.000 11 0 203020 False 6 7.200 4 40.890 1 203021 2010 -77 -55 -33
2 3 3 FI 251.150 435.005 1 6 167.521 386.755 251.216 338.318 334.895 386.655 334.879 483.427 251.221 531.727 167.405 483.355 167.521 386.755 1 0 0.000 0.000 2.878 3.000 3.284 3.000 100 0 203030 False 6 7.200 3 60.000 1 203031 2020 -57 -55 -33
2 3 4 FI 167.426 579.991 1 6 83.797 531.741 167.405 483.355 251.221 531.727 251.155 628.414 167.497 676.714 83.682 628.341 83.797 531.741 1 0 0.000 0.000 2.324 2.000 2.459 2.000 103 0 203040 False 6 7.200 3 73.898 1 203041 2020 -57 -55 -33
2 3 5 FI 83.753 725.064 1 6 0.074 676.727 83.682 628.341 167.497 676.714 167.518 773.350 83.687 821.750 0.008 773.414 0.074 676.727 1 1 0.000 0.000 1.813 2.000 1.865 2.000 104 0 203050 False 6 7.200 3 83.411 1 203051 2030 -57 -55 -33
2 3 6 FM 0.029 870.050 5 6 -83.737 821.764 0.008 773.414 83.687 821.750 83.708 918.386 0.050 966.686 -83.716 918.400 -83.737 821.764 1 1 0.000 0.000 1.168 1.000 1.144 1.000 108 1 203060 False 3 3.600 4 89.998 0 203060 2030 -57 -55 -33
2 3 7 FM -83.695 1015.036 5 6 -167.374 966.700 -83.716 918.400 0.050 966.686 -0.016 1063.373 -83.674 1111.673 -167.439 1063.386 -167.374 966.700 1 1 0.000 0.000 0.907 1.000 0.881 1.000 108 1 203070 False 3 3.600 4 94.714 0 203070 2030 -57 -55 -33
2 3 8 FM -167.418 1160.023 5 6 -251.134 1111.823 -167.439 1063.386 -83.674 1111.673 -83.689 1208.446 -167.434 1256.796 -251.163 1208.373 -251.134 1111.823 1 1 0.000 0.000 0.759 1.000 0.744 1.000 108 0 203080 True 3 3.600 4 98.212 0 203080 2030 -57 -55 -33
2 3 9 FOe -251.142 1305.009 5 6 -334.858 1256.809 -251.163 1208.373 -167.434 1256.796 -167.413 1353.432 -251.071 1401.732 -334.887 1353.359 -334.858 1256.809 1 1 0.000 0.000 0.652 1.000 0.652 1.000 108 0 203090 False 3 3.600 4 100.893 0 203090 2030 -57 -55 -33
2 4 0 FI 669.800 -0.000 0 6 586.100 48.300 586.100 -48.300 669.800 -96.700 753.500 -48.300 753.500 48.300 669.800 96.700 586.100 48.300 0 0 0.000 0.000 2.005 2.000 2.128 2.000 0 0 204000 True 6 7.200 3 -0.000 1 204001 2000 -77 -55 -33
2 4 1 FI 586.000 145.000 0 6 502.400 193.300 502.300 96.700 586.100 48.300 669.800 96.700 669.800 193.300 586.000 241.700 502.400 193.300 0 0 0.000 0.000 2.324 2.000 2.459 2.000 3 0 204010 False 6 7.200 3 13.898 1 204011 2000 -77 -55 -33
2 4 2 FI 502.300 290.000 1 6 418.600 338.400 418.600 241.700 502.400 193.300 586.000 241.700 586.100 338.300 502.300 386.600 418.600 338.400 0 1 0.000 0.000 2.454 2.000 2.623 3.000 4 0 204020 False 6 7.200 4 30.000 1 204021 2010 -77 -55 -33
2 4 3 FI 418.600 435.000 1 6 334.800 483.300 334.900 386.700 418.600 338.400 502.300 386.600 502.300 483.400 418.600 531.700 334.800 483.300 0 1 0.000 0.000 2.323 2.000 2.455 2.000 11 0 204030 True 6 7.200 4 46.101 1 204031 2010 -77 -55 -33
2 4 4 FI 334.900 580.064 1 6 251.221 531.727 334.879 483.427 418.645 531.714 418.579 628.400 334.921 676.700 251.155 628.414 251.221 531.727 1 0 0.000 0.000 2.005 2.000 2.128 2.000 100 0 204040 True 6 7.200 3 60.000 1 204041 2020 -57 -55 -33
2 4 5 FI 251.176 725.050 1 6 167.497 676.714 251.155 628.414 334.921 676.700 334.855 773.386 251.197 821.686 167.518 773.350 167.497 676.714 1 0 0.000 0.000 1.789 2.000 1.772 2.000 103 0 204050 True 6 7.200 3 70.893 1 204051 2020 -57 -55 -33
2 4 6 FM 167.453 870.036 4 6 83.687 821.750 167.518 773.350 251.197 821.686 251.132 918.373 167.437 966.809 83.708 918.386 83.687 821.750 1 0 0.000 0.000 1.125 1.000 1.105 1.000 105 1 204060 False 3 3.600 3 79.106 0 204060 2021 -57 -55 -33
2 4 7 FM 83.729 1015.023 4 6 0.050 966.686 83.708 918.386 167.437 966.809 167.408 1063.359 83.800 1111.746 -0.016 1063.373 0.050 966.686 1 0 0.000 0.000 0.911 1.000 0.886 1.000 107 0 204070 False 3 3.600 4 85.284 0 204070 2021 -57 -55 -33
2 4 8 FM 0.005 1160.009 1 6 -83.674 1111.673 -0.016 1063.373 83.800 1111.746 83.684 1208.345 -0.010 1256.782 -83.689 1208.446 -83.674 1111.673 1 0 0.000 0.000 0.770 1.000 0.753 1.000 107 0 204080 True 3 3.600 4 90.000 0 204080 2021 -57 -55 -33
2 4 9 FO -83.668 1305.082 2 6 -167.434 1256.796 -83.689 1208.446 -0.010 1256.782 0.011 1353.418 -83.734 1401.768 -167.413 1353.432 -167.434 1256.796 1 0 0.000 0.000 0.656 1.000 0.656 1.000 107 0 204090 False 3 3.600 4 93.668 0 204090 2021 -57 -55 -33
2 4 10 cOe -167.392 1450.068 5 3 -83.734 1401.768 -251.071 1401.732 -167.413 1353.432 -83.734 1401.768 0.000 0.000 0.000 0.000 0.000 0.000 1 1 0.000 0.000 0.120 0.000 0.120 0.000 108 0 204100 False 3 3.600 3 96.585 0 204100 2030 -57 -55 -33
2 5 0 FM 837.200 -0.000 3 6 753.500 48.300 753.500 -48.300 837.200 -96.700 920.900 -48.300 920.900 48.300 837.200 96.700 753.500 48.300 0 0 0.000 0.000 1.232 1.000 1.212 1.000 1 1 205000 False 3 3.600 3 -0.000 0 205000 2000 -77 -55 -33
2 5 1 FI 753.500 145.000 0 6 669.800 193.300 669.800 96.700 753.500 48.300 837.200 96.700 837.200 193.300 753.500 241.600 669.800 193.300 0 0 0.000 0.000 1.789 2.000 1.772 2.000 3 0 205010 True 6 7.200 3 10.893 1 205011 2000 -77 -55 -33
2 5 2 FI 669.800 290.000 0 6 586.100 338.300 586.000 241.700 669.800 193.300 753.500 241.600 753.500 338.400 669.800 386.700 586.100 338.300 0 1 0.000 0.000 1.813 2.000 1.865 2.000 4 0 205020 False 6 7.200 3 23.411 1 205021 2010 -77 -55 -33
2 5 3 FI 586.000 435.000 1 6 502.300 483.400 502.300 386.600 586.100 338.300 669.800 386.700 669.800 483.400 586.100 531.700 502.300 483.400 0 1 0.000 0.000 1.809 2.000 1.859 2.000 4 0 205030 True 6 7.200 4 36.587 1 205031 2010 -77 -55 -33
2 5 4 FM 502.300 580.000 4 6 418.600 628.400 418.600 531.700 502.300 483.400 586.100 531.700 586.000 628.400 502.300 676.700 418.600 628.400 0 1 0.000 0.000 1.403 2.000 1.401 2.000 10 1 205040 False 3 3.600 4 49.106 0 205040 2010 -77 -55 -33
2 5 5 FM 418.600 725.036 4 6 334.921 676.700 418.579 628.400 502.345 676.686 502.279 773.373 418.621 821.673 334.855 773.386 334.921 676.700 1 0 0.000 0.000 1.232 1.000 1.212 1.000 101 1 205050 False 3 3.600 3 60.000 0 205050 2020 -57 -55 -33
2 5 6 FM 334.876 870.023 4 6 251.197 821.686 334.855 773.386 418.621 821.673 418.642 918.309 334.861 966.796 251.132 918.373 251.197 821.686 1 0 0.000 0.000 1.037 1.000 1.016 1.000 102 1 205060 False 3 3.600 3 68.948 0 205060 2020 -57 -55 -33
2 5 7 FM 251.153 1015.009 4 6 167.437 966.809 251.132 918.373 334.861 966.796 334.882 1063.432 251.224 1111.732 167.408 1063.359 167.437 966.809 1 0 0.000 0.000 0.875 1.000 0.850 1.000 105 1 205070 False 3 3.600 3 76.102 0 205070 2021 -57 -55 -33
2 5 8 FM 167.479 1160.082 4 6 83.800 1111.746 167.408 1063.359 251.224 1111.732 251.158 1208.418 167.500 1256.718 83.684 1208.345 83.800 1111.746 1 0 0.000 0.000 0.760 1.000 0.744 1.000 107 0 205080 False 3 3.600 3 81.785 0 205080 2021 -57 -55 -33
2 5 9 FO 83.755 1305.068 1 6 -0.010 1256.782 83.684 1208.345 167.500 1256.718 167.434 1353.405 83.690 1401.755 0.011 1353.418 -0.010 1256.782 1 0 0.000 0.000 0.663 1.000 0.663 1.000 107 1 205090 False 3 3.600 4 86.328 0 205090 2021 -57 -55 -33
2 5 10 cOe 0.032 1450.055 2 3 83.690 1401.755 -83.734 1401.768 0.011 1353.418 83.690 1401.755 0.000 0.000 0.000 0.000 0.000 0.000 1 0 0.000 0.000 0.120 0.000 0.120 0.000 107 1 205100 False 3 3.600 3 89.999 0 205100 2021 -57 -55 -33
2 6 0 FM 1004.600 -0.000 0 6 920.900 48.300 920.900 -48.300 1004.700 -96.700 1088.300 -48.300 1088.400 48.300 1004.600 96.600 920.900 48.300 0 0 0.000 0.000 0.921 1.000 0.897 1.000 1 1 206000 False 3 3.600 3 -0.000 0 206000 2000 -77 -55 -33
2 6 1 FM 920.900 145.000 3 6 837.200 193.300 837.200 96.700 920.900 48.300 1004.600 96.600 1004.700 193.400 920.900 241.700 837.200 193.300 0 0 0.000 0.000 1.037 1.000 1.016 1.000 2 1 206010 False 3 3.600 3 8.948 0 206010 2000 -77 -55 -33
2 6 2 FM 837.200 290.000 3 6 753.500 338.400 753.500 241.600 837.200 193.300 920.900 241.700 921.000 338.400 837.200 386.700 753.500 338.400 0 0 0.000 0.000 1.125 1.000 1.105 1.000 5 1 206020 False 3 3.600 3 19.106 0 206020 2001 -77 -55 -33
2 6 3 FM 753.500 435.000 4 6 669.800 483.400 669.800 386.700 753.500 338.400 837.200 386.700 837.200 483.300 753.500 531.700 669.800 483.400 0 1 0.000 0.000 1.168 1.000 1.144 1.000 8 1 206030 False 3 3.600 4 29.998 0 206030 2010 -77 -55 -33
2 6 4 FM 669.800 580.000 4 6 586.000 628.400 586.100 531.700 669.800 483.400 753.500 531.700 753.500 628.300 669.800 676.700 586.000 628.400 0 1 0.000 0.000 1.125 1.000 1.104 1.000 9 1 206040 False 3 3.600 4 40.890 0 206040 2010 -77 -55 -33
2 6 5 FM 586.000 725.000 4 6 502.300 773.400 502.300 676.700 586.000 628.400 669.800 676.700 669.700 773.400 586.000 821.700 502.300 773.400 0 1 0.000 0.000 1.030 1.000 1.009 1.000 10 1 206050 False 3 3.600 4 51.052 0 206050 2010 -77 -55 -33
2 6 6 FM 502.300 870.009 1 6 418.621 821.673 502.279 773.373 586.095 821.746 585.979 918.345 502.371 966.732 418.642 918.309 418.621 821.673 1 0 0.000 0.000 0.921 1.000 0.897 1.000 101 1 206060 False 3 3.600 3 60.000 0 206060 2020 -57 -55 -33
2 6 7 FM 418.626 1015.082 4 6 334.861 966.796 418.642 918.309 502.371 966.732 502.305 1063.418 418.561 1111.768 334.882 1063.432 334.861 966.796 1 0 0.000 0.000 0.829 1.000 0.806 1.000 102 0 206070 True 3 3.600 3 67.588 0 206070 2020 -57 -55 -33
2 6 8 FM 334.903 1160.068 4 6 251.224 1111.732 334.882 1063.432 418.561 1111.768 418.582 1208.405 334.924 1256.705 251.158 1208.418 251.224 1111.732 1 0 0.000 0.000 0.701 1.000 0.692 1.000 105 0 206080 True 3 3.600 3 73.897 0 206080 2021 -57 -55 -33
2 6 9 FOe 251.179 1305.055 4 6 167.500 1256.718 251.158 1208.418 334.924 1256.705 334.858 1353.391 251.163 1401.828 167.434 1353.405 167.500 1256.718 1 0 0.000 0.000 0.603 1.000 0.601 1.000 107 1 206090 False 3 3.600 3 79.106 0 206090 2021 -57 -55 -33
2 6 10 cOe 167.455 1450.041 1 3 251.163 1401.828 83.690 1401.755 167.434 1353.405 251.163 1401.828 0.000 0.000 0.000 0.000 0.000 0.000 1 0 0.000 0.000 0.120 0.000 0.120 0.000 107 1 206100 False 3 3.600 3 83.412 0 206100 2021 -57 -55 -33
2 7 0 FM 1172.100 -0.000 3 6 1088.400 48.300 1088.300 -48.300 1172.100 -96.700 1255.800 -48.400 1255.800 48.400 1172.100 96.700 1088.400 48.300 0 0 0.000 0.000 0.757 1.000 0.742 1.000 1 0 207000 True 3 3.600 3 -0.000 0 207000 2000 -77 -55 -33
2 7 1 FM 1088.400 145.000 3 6 1004.700 193.400 1004.600 96.600 1088.400 48.300 1172.100 96.700 1172.100 193.400 1088.400 241.700 1004.700 193.400 0 0 0.000 0.000 0.829 1.000 0.806 1.000 2 0 207010 True 3 3.600 3 7.588 0 207010 2000 -77 -55 -33
2 7 2 FM 1004.600 290.000 3 6 921.000 338.400 920.900 241.700 1004.700 193.400 1088.400 241.700 1088.400 338.300 1004.600 386.700 921.000 338.400 0 0 0.000 0.000 0.875 1.000 0.850 1.000 5 1 207020 False 3 3.600 3 16.102 0 207020 2001 -77 -55 -33
2 7 3 FM 920.900 435.000 3 6 837.200 483.300 837.200 386.700 921.000 338.400 1004.600 386.700 1004.700 483.300 920.900 531.700 837.200 483.300 0 0 0.000 0.000 0.911 1.000 0.886 1.000 7 0 207030 False 3 3.600 4 25.284 0 207030 2001 -77 -55 -33
2 7 4 FM 837.200 580.000 4 6 753.500 628.300 753.500 531.700 837.200 483.300 920.900 531.700 920.900 628.300 837.200 676.700 753.500 628.300 0 1 0.000 0.000 0.907 1.000 0.881 1.000 8 1 207040 False 3 3.600 4 34.714 0 207040 2010 -77 -55 -33
2 7 5 FM 753.500 725.000 4 6 669.700 773.400 669.800 676.700 753.500 628.300 837.200 676.700 837.300 773.400 753.500 821.700 669.700 773.400 0 1 0.000 0.000 0.876 1.000 0.851 1.000 9 1 207050 False 3 3.600 4 43.896 0 207050 2010 -77 -55 -33
2 7 6 FM 669.800 870.000 4 6 586.000 918.400 586.000 821.700 669.700 773.400 753.500 821.700 753.500 918.400 669.800 966.700 586.000 918.400 0 1 0.000 0.000 0.826 1.000 0.804 1.000 10 0 207060 True 3 3.600 4 52.408 0 207060 2010 -77 -55 -33
2 7 7 FM 586.050 1015.068 4 6 502.371 966.732 585.979 918.345 669.795 966.718 669.816 1063.355 585.984 1111.755 502.305 1063.418 502.371 966.732 1 0 0.000 0.000 0.757 1.000 0.742 1.000 101 0 207070 True 3 3.600 3 60.000 0 207070 2020 -57 -55 -33
2 7 8 FO 502.326 1160.055 4 6 418.561 1111.768 502.305 1063.418 585.984 1111.755 586.005 1208.391 502.347 1256.691 418.582 1208.405 418.561 1111.768 1 0 0.000 0.000 0.649 1.000 0.644 1.000 102 0 207080 False 3 3.600 3 66.586 0 207080 2020 -57 -55 -33
2 7 9 bOe 418.603 1305.041 4 5 502.282 1353.377 334.858 1353.391 334.924 1256.705 418.582 1208.405 502.347 1256.691 502.282 1353.377 0.000 0.000 1 0 0.000 0.000 0.528 1.000 0.528 1.000 105 0 207090 False 3 3.600 4 72.216 0 207090 2021 -57 -55 -33
2 8 0 FOe 1339.500 -0.000 3 6 1255.800 48.400 1255.800 -48.400 1339.500 -96.700 1423.200 -48.300 1423.300 48.400 1339.500 96.700 1255.800 48.400 0 0 0.000 0.000 0.593 1.000 0.591 1.000 1 0 208000 False 3 3.600 3 -0.000 0 208000 2000 -77 -55 -33
2 8 1 FO 1255.800 145.000 3 6 1172.100 193.400 1172.100 96.700 1255.800 48.400 1339.500 96.700 1339.500 193.300 1255.800 241.700 1172.100 193.400 0 0 0.000 0.000 0.649 1.000 0.644 1.000 2 0 208010 False 3 3.600 3 6.586 0 208010 2000 -77 -55 -33
2 8 2 FM 1172.100 290.000 3 6 1088.400 338.300 1088.400 241.700 1172.100 193.400 1255.800 241.700 1255.800 338.300 1172.100 386.700 1088.400 338.300 0 0 0.000 0.000 0.701 1.000 0.692 1.000 5 0 208020 True 3 3.600 3 13.897 0 208020 2001 -77 -55 -33
2 8 3 FM 1088.400 435.000 3 6 1004.700 483.300 1004.600 386.700 1088.400 338.300 1172.100 386.700 1172.100 483.300 1088.300 531.700 1004.700 483.300 0 0 0.000 0.000 0.760 1.000 0.744 1.000 7 0 208030 False 3 3.600 3 21.785 0 208030 2001 -77 -55 -33
2 8 4 FM 1004.600 580.000 0 6 920.900 628.300 920.900 531.700 1004.700 483.300 1088.300 531.700 1088.400 628.400 1004.700 676.700 920.900 628.300 0 0 0.000 0.000 0.770 1.000 0.753 1.000 7 0 208040 True 3 3.600 4 30.000 0 208040 2001 -77 -55 -33
2 8 5 FM 920.900 725.000 4 6 837.300 773.400 837.200 676.700 920.900 628.300 1004.700 676.700 1004.700 773.400 920.900 821.700 837.300 773.400 0 1 0.000 0.000 0.759 1.000 0.744 1.000 8 0 208050 True 3 3.600 4 38.212 0 208050 2010 -77 -55 -33
2 8 6 FM 837.200 870.000 4 6 753.500 918.400 753.500 821.700 837.300 773.400 920.900 821.700 921.000 918.400 837.200 966.700 753.500 918.400 0 1 0.000 0.000 0.700 1.000 0.692 1.000 9 0 208060 True 3 3.600 4 46.101 0 208060 2010 -77 -55 -33
2 8 7 FO 753.500 1015.100 4 6 669.700 1063.400 669.800 966.700 753.500 918.400 837.200 966.700 837.200 1063.400 753.500 1111.700 669.700 1063.400 0 1 0.000 0.000 0.648 1.000 0.644 1.000 10 0 208070 False 3 3.600 4 53.414 0 208070 2010 -77 -55 -33
2 8 8 FOe 669.750 1160.041 4 6 585.984 1111.755 669.816 1063.355 753.495 1111.691 753.429 1208.377 669.734 1256.814 586.005 1208.391 585.984 1111.755 1 0 0.000 0.000 0.593 1.000 0.591 1.000 101 0 208080 False 3 3.600 3 60.000 0 208080 2020 -57 -55 -33
