plane u v itype x0 y0 irot nvertices vx_0 vy_0 vx_1 vy_1 vx_2 vy_2 vx_3 vy_3 vx_4 vy_4 vx_5 vy_5 vx_6 vy_6 icassette_0 icassette_1 trigRate trigLinks dataRate_ld dataLinks_ld dataRate_hd dataLinks_hd MB wagon hash isEngine nROCs power mrot phi HDorLD hash_hdld dataPp0 trigPp0 dataPp1 trigPp1
16 8 8 FO 669.750 1160.041 4 6 585.984 1111.755 669.816 1063.355 753.495 1111.691 753.429 1208.377 669.734 1256.814 586.005 1208.391 585.984 1111.755 1 0 0.000 0.000 0.423 1.000 0.411 1.000 101 0 1608080 False 3 3.600 3 60.000 0 1608080 16020 -57 -55 -33
16 8 9 FOe 586.026 1305.027 4 6 502.347 1256.691 586.005 1208.391 669.734 1256.814 669.705 1353.364 586.097 1401.750 502.282 1353.377 502.347 1256.691 1 0 0.000 0.000 0.405 1.000 0.397 1.000 103 0 1608090 False 3 3.600 3 65.817 0 1608090 16020 -57 -55 -33
16 8 10 aOe 502.353 1450.100 4 4 586.097 1401.750 418.608 1498.450 418.624 1401.677 502.282 1353.377 586.097 1401.750 0.000 0.000 0.000 0.000 1 0 0.000 0.000 0.246 1.000 0.246 1.000 105 0 1608100 False 3 3.600 3 70.893 0 1608100 16020 -57 -55 -33
16 9 0 aOe 1507.000 -0.000 3 4 1507.000 -96.600 1506.900 96.700 1423.300 48.400 1423.200 -48.300 1507.000 -96.600 0.000 0.000 0.000 0.000 0 0 0.000 0.000 0.250 1.000 0.250 1.000 1 0 1609000 False 3 3.600 3 -0.000 0 1609000 16000 -77 -55 -33
16 9 1 FOe 1423.200 145.000 3 6 1339.500 193.300 1339.500 96.700 1423.300 48.400 1506.900 96.700 1507.000 193.300 1423.200 241.700 1339.500 193.300 0 0 0.000 0.000 0.405 1.000 0.397 1.000 3 0 1609010 False 3 3.600 3 5.817 0 1609010 16000 -77 -55 -33
16 9 2 FO 1339.500 290.000 3 6 1255.800 338.300 1255.800 241.700 1339.500 193.300 1423.200 241.700 1423.200 338.300 1339.500 386.700 1255.800 338.300 0 0 0.000 0.000 0.415 1.000 0.406 1.000 5 0 1609020 False 3 3.600 3 12.216 0 1609020 16000 -77 -55 -33
16 9 3 FO 1255.800 435.000 3 6 1172.100 483.300 1172.100 386.700 1255.800 338.300 1339.500 386.700 1339.600 483.400 1255.800 531.700 1172.100 483.300 0 0 0.000 0.000 0.424 1.000 0.411 1.000 6 0 1609030 False 3 3.600 3 19.106 0 1609030 16000 -77 -55 -33
16 9 4 FO 1172.100 580.000 0 6 1088.400 628.400 1088.300 531.700 1172.100 483.300 1255.800 531.700 1255.800 628.400 1172.100 676.700 1088.400 628.400 0 0 0.000 0.000 0.432 1.000 0.418 1.000 6 0 1609040 False 3 3.600 4 26.328 0 1609040 16000 -77 -55 -33
16 9 5 FO 1088.400 725.000 4 6 1004.700 773.400 1004.700 676.700 1088.400 628.400 1172.100 676.700 1172.100 773.400 1088.400 821.700 1004.700 773.400 0 0 0.000 0.000 0.429 1.000 0.415 1.000 8 0 1609050 False 3 3.600 4 33.668 0 1609050 16001 -77 -55 -33
16 9 6 FO 1004.600 870.000 4 6 921.000 918.400 920.900 821.700 1004.700 773.400 1088.400 821.700 1088.400 918.300 1004.600 966.700 921.000 918.400 0 1 0.000 0.000 0.424 1.000 0.412 1.000 9 0 1609060 False 3 3.600 4 40.893 0 1609060 16010 -77 -55 -33
16 9 7 FO 920.900 1015.100 4 6 837.200 1063.400 837.200 966.700 921.000 918.400 1004.600 966.700 1004.700 1063.300 920.900 1111.700 837.200 1063.400 0 1 0.000 0.000 0.413 1.000 0.404 1.000 10 0 1609070 False 3 3.600 4 47.786 0 1609070 16010 -77 -55 -33
16 9 8 FOe 837.200 1160.100 4 6 753.400 1208.400 753.500 1111.700 837.200 1063.400 920.900 1111.700 920.900 1208.500 837.200 1256.800 753.400 1208.400 0 1 0.000 0.000 0.404 1.000 0.397 1.000 11 0 1609080 False 3 3.600 4 54.183 0 1609080 16010 -77 -55 -33
16 9 9 aOe 753.500 1305.100 4 4 837.158 1256.800 669.705 1353.364 669.734 1256.814 753.429 1208.377 837.158 1256.800 0.000 0.000 0.000 0.000 1 0 0.000 0.000 0.250 1.000 0.250 1.000 101 0 1609090 False 3 3.600 3 60.000 0 1609090 16020 -57 -55 -33
16 10 2 aOe 1507.000 290.000 3 4 1507.000 193.300 1507.000 386.700 1423.200 338.300 1423.200 241.700 1507.000 193.300 0.000 0.000 0.000 0.000 0 0 0.000 0.000 0.246 1.000 0.246 1.000 5 0 1610020 False 3 3.600 3 10.893 0 1610020 16000 -77 -55 -33
16 10 3 bOe 1423.200 435.000 3 5 1507.000 386.700 1423.200 531.700 1339.600 483.400 1339.500 386.700 1423.200 338.300 1507.000 386.700 0.000 0.000 0 0 0.000 0.000 0.349 1.000 0.349 1.000 6 0 1610030 False 3 3.600 4 16.996 0 1610030 16000 -77 -55 -33
16 10 4 bOe 1339.500 580.000 0 5 1423.200 531.700 1339.500 676.700 1255.800 628.400 1255.800 531.700 1339.600 483.400 1423.200 531.700 0.000 0.000 0 0 0.000 0.000 0.354 1.000 0.354 1.000 6 0 1610040 False 3 3.600 4 23.412 0 1610040 16000 -77 -55 -33
16 10 5 bOe 1255.800 725.000 0 5 1339.500 676.700 1255.800 821.700 1172.100 773.400 1172.100 676.700 1255.800 628.400 1339.500 676.700 0.000 0.000 0 0 0.000 0.000 0.355 1.000 0.355 1.000 6 0 1610050 False 3 3.600 4 29.999 0 1610050 16000 -77 -55 -33
16 10 6 bOe 1172.100 870.000 4 5 1255.800 821.700 1172.100 966.700 1088.400 918.300 1088.400 821.700 1172.100 773.400 1255.800 821.700 0.000 0.000 0 0 0.000 0.000 0.354 1.000 0.354 1.000 8 0 1610060 False 3 3.600 4 36.585 0 1610060 16001 -77 -55 -33
16 10 7 bOe 1088.400 1015.100 4 5 1172.100 966.700 1088.400 1111.800 1004.700 1063.300 1004.600 966.700 1088.400 918.300 1172.100 966.700 0.000 0.000 0 1 0.000 0.000 0.351 1.000 0.351 1.000 9 0 1610070 False 3 3.600 4 43.004 0 1610070 16010 -77 -55 -33
16 10 8 aOe 1004.600 1160.100 4 4 1088.400 1111.800 920.900 1208.500 920.900 1111.700 1004.700 1063.300 1088.400 1111.800 0.000 0.000 0.000 0.000 0 1 0.000 0.000 0.243 1.000 0.243 1.000 10 0 1610080 False 3 3.600 4 49.109 0 1610080 16010 -77 -55 -33
17 1 2 dIe 0.026 290.046 2 5 -83.718 338.396 -83.721 309.991 83.703 309.978 83.705 338.382 0.047 386.682 -83.718 338.396 0.000 0.000 1 1 3.489 4.000 2.361 2.000 2.361 2.000 112 0 1701020 False 3 3.600 3 89.995 1 1701021 17030 117031 -55 -33
17 1 3 FI -83.697 435.032 2 6 0.047 386.682 -0.018 483.368 -83.763 531.718 -167.442 483.382 -167.463 386.746 -83.718 338.396 0.047 386.682 1 1 3.859 4.000 2.459 2.000 2.714 3.000 112 0 1701030 False 6 7.200 1 100.890 1 1701031 17030 117031 -55 -33
17 1 4 FI -167.421 580.018 2 6 -83.763 531.718 -83.742 628.355 -167.487 676.705 -251.166 628.368 -251.187 531.732 -167.442 483.382 -83.763 531.718 1 1 2.321 3.000 1.642 2.000 1.659 2.000 112 0 1701040 False 6 7.200 1 106.101 1 1701041 17030 117031 -55 -33
17 1 5 FI -251.145 725.005 2 6 -167.487 676.705 -167.466 773.341 -251.210 821.691 -334.889 773.355 -334.910 676.718 -251.166 628.368 -167.487 676.705 1 1 1.590 2.000 1.328 2.000 1.207 1.000 112 0 1701050 True 6 7.200 1 109.106 1 1701051 17030 117031 -55 -33
17 1 6 FM -334.868 869.991 2 6 -251.210 821.691 -251.139 918.414 -334.884 966.764 -418.613 918.341 -418.634 821.705 -334.889 773.355 -251.210 821.691 1 1 1.286 2.000 0.697 1.000 0.632 1.000 111 0 1701060 False 3 3.600 1 111.052 0 1701060 17031 117030 -55 -33
17 1 7 FM -418.542 1015.064 2 6 -334.884 966.764 -334.863 1063.400 -418.608 1111.750 -502.287 1063.414 -502.358 966.691 -418.613 918.341 -334.884 966.764 1 1 1.076 2.000 0.528 1.000 0.492 1.000 111 0 1701070 True 3 3.600 1 112.408 0 1701070 17031 117030 -55 -33
17 1 8 FO -502.352 1160.100 2 6 -418.608 1111.750 -418.587 1208.386 -502.331 1256.736 -586.010 1208.400 -586.031 1111.764 -502.287 1063.414 -418.608 1111.750 1 1 0.929 2.000 0.441 1.000 0.425 1.000 111 1 1701080 False 3 3.600 1 113.414 0 1701080 17031 117030 -55 -33
17 1 9 FOe -586.076 1305.086 2 6 -502.331 1256.736 -502.310 1353.373 -586.055 1401.723 -669.734 1353.386 -669.755 1256.750 -586.010 1208.400 -502.331 1256.736 1 1 0.832 2.000 0.403 1.000 0.397 1.000 111 1 1701090 False 3 3.600 1 114.183 0 1701090 17031 117030 -55 -33
17 2 0 gIe 334.900 0.000 0 6 334.900 96.700 310.300 82.500 310.300 -82.500 334.900 -96.700 418.600 -48.300 418.600 48.300 334.900 96.700 0 0 4.865 5.000 3.559 3.000 3.559 3.000 0 0 1702000 False 6 7.200 3 0.000 1 1702001 17000 117000 -55 -33
17 2 1 dIe 251.200 145.000 1 5 251.200 241.700 226.600 227.500 310.300 82.500 334.900 96.700 334.900 193.300 251.200 241.700 0.000 0.000 0 1 3.489 4.000 2.361 2.000 2.361 2.000 12 0 1702010 False 3 3.600 3 29.995 1 1702011 17010 117011 -55 -33
17 2 2 gIe 167.450 290.032 1 6 83.705 338.382 83.703 309.978 226.597 227.478 251.195 241.682 251.129 338.368 167.471 386.668 83.705 338.382 1 0 4.865 5.000 3.559 3.000 3.559 3.000 100 0 1702020 False 6 7.200 3 60.000 1 1702021 17020 117020 -55 -33
17 2 3 FI 83.726 435.018 1 6 167.471 386.668 167.405 483.355 83.747 531.655 -0.018 483.368 0.047 386.682 83.705 338.382 167.471 386.668 1 0 3.819 4.000 2.453 2.000 2.703 3.000 102 0 1702030 False 6 7.200 0 79.106 1 1702031 17020 117020 -55 -33
17 2 4 FI 0.003 580.005 2 6 83.747 531.655 83.682 628.341 -0.063 676.691 -83.742 628.355 -83.763 531.718 -0.018 483.368 83.747 531.655 1 1 2.445 3.000 1.706 2.000 1.741 2.000 104 0 1702040 False 6 7.200 1 90.000 1 1702041 17030 117031 -55 -33
17 2 5 FI -83.721 724.991 2 6 -0.063 676.691 0.008 773.414 -83.737 821.764 -167.466 773.341 -167.487 676.705 -83.742 628.355 -0.063 676.691 1 1 1.748 2.000 1.294 2.000 1.316 2.000 104 0 1702050 True 6 7.200 1 96.587 1 1702051 17030 117031 -55 -33
17 2 6 FM -167.395 870.064 2 6 -83.737 821.764 -83.716 918.400 -167.460 966.750 -251.139 918.414 -251.210 821.691 -167.466 773.341 -83.737 821.764 1 1 1.339 2.000 0.744 1.000 0.677 1.000 110 0 1702060 False 3 3.600 1 100.890 0 1702060 17030 117030 -55 -33
17 2 7 FM -251.118 1015.050 2 6 -167.460 966.750 -167.439 1063.386 -251.184 1111.736 -334.863 1063.400 -334.884 966.764 -251.139 918.414 -167.460 966.750 1 1 1.128 2.000 0.565 1.000 0.522 1.000 110 0 1702070 True 3 3.600 1 103.896 0 1702070 17030 117030 -55 -33
17 2 8 FM -334.842 1160.036 2 6 -251.184 1111.736 -251.163 1208.373 -334.908 1256.723 -418.587 1208.386 -418.608 1111.750 -334.863 1063.400 -251.184 1111.736 1 1 0.973 2.000 0.468 1.000 0.445 1.000 110 1 1702080 False 3 3.600 1 106.101 0 1702080 17030 117030 -55 -33
17 2 9 FO -418.652 1305.073 2 6 -334.908 1256.723 -334.887 1353.359 -418.631 1401.709 -502.310 1353.373 -502.331 1256.736 -418.587 1208.386 -334.908 1256.723 1 1 0.869 2.000 0.415 1.000 0.405 1.000 110 1 1702090 False 3 3.600 1 107.786 0 1702090 17030 117030 -55 -33
17 2 10 aOe -502.376 1450.059 2 4 -418.560 1498.432 -586.055 1401.723 -502.310 1353.373 -418.631 1401.709 -418.560 1498.432 0.000 0.000 0.000 0.000 1 1 0.440 1.000 0.243 1.000 0.243 1.000 110 1 1702100 False 3 3.600 1 109.109 0 1702100 17030 117030 -55 -33
17 3 0 FI 502.300 0.000 0 6 502.300 -96.700 586.000 -48.300 586.000 48.300 502.300 96.700 418.600 48.300 418.600 -48.300 502.300 -96.700 0 0 3.060 4.000 2.062 2.000 2.183 2.000 0 0 1703000 False 6 7.200 0 0.000 1 1703001 17000 117000 -55 -33
17 3 1 FI 418.600 145.000 0 6 418.600 48.300 502.300 96.700 502.300 193.300 418.600 241.700 334.900 193.300 334.900 96.700 418.600 48.300 0 0 3.819 4.000 2.453 2.000 2.703 3.000 2 0 1703010 False 6 7.200 0 19.106 1 1703011 17000 117000 -55 -33
17 3 2 FI 334.900 290.000 1 6 334.900 193.300 418.600 241.700 418.600 338.400 334.900 386.700 251.200 338.400 251.200 241.700 334.900 193.300 0 1 3.859 4.000 2.459 2.000 2.714 3.000 12 0 1703020 False 6 7.200 1 40.890 1 1703021 17010 117011 -55 -33
17 3 3 FI 251.150 435.005 1 6 334.895 386.655 334.829 483.341 251.171 531.641 167.405 483.355 167.471 386.668 251.129 338.368 334.895 386.655 1 0 3.060 4.000 2.062 2.000 2.183 2.000 100 0 1703030 False 6 7.200 0 60.000 1 1703031 17020 117020 -55 -33
17 3 4 FI 167.426 579.991 1 6 251.171 531.641 251.155 628.414 167.497 676.714 83.682 628.341 83.747 531.655 167.405 483.355 251.171 531.641 1 0 2.342 3.000 1.638 2.000 1.652 2.000 102 0 1703040 False 6 7.200 0 73.898 1 1703041 17020 117020 -55 -33
17 3 5 FI 83.753 725.064 5 6 167.497 676.714 167.432 773.400 83.687 821.750 0.008 773.414 -0.063 676.691 83.682 628.341 167.497 676.714 1 1 1.756 2.000 1.308 2.000 1.331 2.000 104 0 1703050 False 6 7.200 0 83.411 1 1703051 17030 117031 -55 -33
17 3 6 FM 0.029 870.050 2 6 83.687 821.750 83.708 918.386 -0.037 966.736 -83.716 918.400 -83.737 821.764 0.008 773.414 83.687 821.750 1 1 1.349 2.000 0.765 1.000 0.694 1.000 109 0 1703060 False 3 3.600 1 89.998 0 1703060 17030 117030 -55 -33
17 3 7 FM -83.695 1015.036 2 6 -0.037 966.736 -0.016 1063.373 -83.760 1111.723 -167.439 1063.386 -167.460 966.750 -83.716 918.400 -0.037 966.736 1 1 1.172 2.000 0.581 1.000 0.535 1.000 109 0 1703070 True 3 3.600 1 94.714 0 1703070 17030 117030 -55 -33
17 3 8 FM -167.418 1160.023 2 6 -83.760 1111.723 -83.739 1208.359 -167.484 1256.709 -251.163 1208.373 -251.184 1111.736 -167.439 1063.386 -83.760 1111.723 1 1 1.000 2.000 0.486 1.000 0.459 1.000 109 1 1703080 False 3 3.600 1 98.212 0 1703080 17030 117030 -55 -33
17 3 9 FO -251.142 1305.009 2 6 -167.484 1256.709 -167.413 1353.432 -251.158 1401.782 -334.887 1353.359 -334.908 1256.723 -251.163 1208.373 -167.484 1256.709 1 1 0.884 2.000 0.426 1.000 0.414 1.000 109 1 1703090 False 3 3.600 1 100.893 0 1703090 17030 117030 -55 -33
17 3 10 FOe -334.902 1450.132 2 6 -251.158 1401.782 -251.137 1498.418 -334.881 1546.768 -418.560 1498.432 -418.631 1401.709 -334.887 1353.359 -251.158 1401.782 1 1 0.808 2.000 0.400 1.000 0.394 1.000 109 1 1703100 False 3 3.600 1 103.004 0 1703100 17030 117030 -55 -33
17 4 0 FI 669.800 0.000 0 6 669.800 -96.700 753.500 -48.300 753.500 48.300 669.800 96.700 586.000 48.300 586.000 -48.300 669.800 -96.700 0 0 1.997 3.000 1.444 2.000 1.460 2.000 0 0 1704000 True 6 7.200 0 0.000 1 1704001 17000 117000 -55 -33
17 4 1 FI 586.000 145.000 0 6 586.000 48.300 669.800 96.700 669.800 193.300 586.000 241.700 502.300 193.300 502.300 96.700 586.000 48.300 0 0 2.342 3.000 1.638 2.000 1.652 2.000 2 0 1704010 False 6 7.200 0 13.898 1 1704011 17000 117000 -55 -33
17 4 2 FI 502.300 290.000 1 6 502.300 193.300 586.000 241.700 586.000 338.400 502.300 386.700 418.600 338.400 418.600 241.700 502.300 193.300 0 1 2.445 3.000 1.706 2.000 1.741 2.000 4 0 1704020 False 6 7.200 1 30.000 1 1704021 17010 117011 -55 -33
17 4 3 FI 418.600 435.000 1 6 418.600 338.400 502.300 386.700 502.300 483.400 418.600 531.700 334.900 483.400 334.900 386.700 418.600 338.400 0 1 2.321 3.000 1.642 2.000 1.659 2.000 12 0 1704030 False 6 7.200 1 46.101 1 1704031 17010 117011 -55 -33
17 4 4 FI 334.900 580.064 1 6 418.645 531.714 418.579 628.400 334.921 676.700 251.155 628.414 251.171 531.641 334.829 483.341 418.645 531.714 1 0 1.997 3.000 1.444 2.000 1.460 2.000 100 0 1704040 True 6 7.200 0 60.000 1 1704041 17020 117020 -55 -33
17 4 5 FI 251.176 725.050 1 6 334.921 676.700 334.855 773.386 251.197 821.686 167.432 773.400 167.497 676.714 251.155 628.414 334.921 676.700 1 0 1.568 2.000 1.328 2.000 1.206 1.000 102 0 1704050 True 6 7.200 0 70.893 1 1704051 17020 117020 -55 -33
17 4 6 FM 167.453 870.036 1 6 251.197 821.686 251.132 918.373 167.387 966.723 83.708 918.386 83.687 821.750 167.432 773.400 251.197 821.686 1 0 1.342 2.000 0.748 1.000 0.679 1.000 105 0 1704060 False 3 3.600 0 79.106 0 1704060 17020 117020 -55 -33
17 4 7 FM 83.729 1015.023 1 6 167.387 966.723 167.408 1063.359 83.663 1111.709 -0.016 1063.373 -0.037 966.736 83.708 918.386 167.387 966.723 1 0 1.189 2.000 0.586 1.000 0.539 1.000 106 0 1704070 False 3 3.600 0 85.284 0 1704070 17020 117020 -55 -33
17 4 8 FM 0.005 1160.009 2 6 83.663 1111.709 83.734 1208.432 -0.010 1256.782 -83.739 1208.359 -83.760 1111.723 -0.016 1063.373 83.663 1111.709 1 1 1.006 2.000 0.492 1.000 0.464 1.000 108 0 1704080 True 3 3.600 1 90.000 0 1704080 17030 117031 -55 -33
17 4 9 FO -83.668 1305.082 2 6 -0.010 1256.782 0.011 1353.418 -83.734 1401.768 -167.413 1353.432 -167.484 1256.709 -83.739 1208.359 -0.010 1256.782 1 1 0.898 2.000 0.427 1.000 0.414 1.000 108 1 1704090 False 3 3.600 1 93.668 0 1704090 17030 117031 -55 -33
17 4 10 FOe -167.392 1450.068 2 6 -83.734 1401.768 -83.713 1498.405 -167.458 1546.755 -251.137 1498.418 -251.158 1401.782 -167.413 1353.432 -83.734 1401.768 1 1 0.968 2.000 0.450 1.000 0.450 1.000 108 1 1704100 False 3 3.600 1 96.585 0 1704100 17030 117031 -55 -33
17 4 11 cOe -251.202 1595.105 2 3 -167.458 1546.755 -334.881 1546.768 -251.137 1498.418 -167.458 1546.755 0.000 0.000 0.000 0.000 0.000 0.000 1 1 0.000 0.000 0.120 0.000 0.120 0.000 108 1 1704110 False 3 3.600 0 98.950 0 1704110 17030 117031 -55 -33
17 5 0 FM 837.200 0.000 0 6 837.200 -96.700 920.900 -48.300 920.900 48.300 837.200 96.700 753.500 48.300 753.500 -48.300 837.200 -96.700 0 0 1.403 2.000 0.808 1.000 0.738 1.000 1 0 1705000 False 3 3.600 0 0.000 0 1705000 17000 117000 -55 -33
17 5 1 FI 753.500 145.000 0 6 753.500 48.300 837.200 96.700 837.200 193.300 753.500 241.700 669.800 193.300 669.800 96.700 753.500 48.300 0 0 1.568 2.000 1.328 2.000 1.206 1.000 2 0 1705010 True 6 7.200 0 10.893 1 1705011 17000 117000 -55 -33
17 5 2 FI 669.800 290.000 4 6 669.800 193.300 753.500 241.700 753.500 338.400 669.800 386.700 586.000 338.400 586.000 241.700 669.800 193.300 0 1 1.756 2.000 1.308 2.000 1.331 2.000 4 0 1705020 False 6 7.200 0 23.411 1 1705021 17010 117011 -55 -33
17 5 3 FI 586.000 435.000 1 6 586.000 338.400 669.800 386.700 669.800 483.400 586.000 531.700 502.300 483.400 502.300 386.700 586.000 338.400 0 1 1.748 2.000 1.294 2.000 1.316 2.000 4 0 1705030 True 6 7.200 1 36.587 1 1705031 17010 117011 -55 -33
17 5 4 FI 502.300 580.000 1 6 502.300 483.400 586.000 531.700 586.000 628.400 502.300 676.700 418.600 628.400 418.600 531.700 502.300 483.400 0 1 1.590 2.000 1.328 2.000 1.207 1.000 12 0 1705040 True 6 7.200 1 49.106 1 1705041 17010 117011 -55 -33
17 5 5 FM 418.600 725.036 1 6 502.345 676.686 502.279 773.373 418.621 821.673 334.855 773.386 334.921 676.700 418.579 628.400 502.345 676.686 1 0 1.403 2.000 0.808 1.000 0.738 1.000 101 0 1705050 False 3 3.600 0 60.000 0 1705050 17020 117020 -55 -33
17 5 6 FM 334.876 870.023 1 6 418.621 821.673 418.555 918.359 334.897 966.659 251.132 918.373 251.197 821.686 334.855 773.386 418.621 821.673 1 0 1.280 2.000 0.687 1.000 0.624 1.000 103 0 1705060 False 3 3.600 0 68.948 0 1705060 17020 117020 -55 -33
17 5 7 FM 251.153 1015.009 1 6 334.897 966.659 334.882 1063.432 251.137 1111.782 167.408 1063.359 167.387 966.723 251.132 918.373 334.897 966.659 1 0 1.130 2.000 0.561 1.000 0.518 1.000 105 0 1705070 True 3 3.600 0 76.102 0 1705070 17020 117020 -55 -33
17 5 8 FM 167.479 1160.082 1 6 251.137 1111.782 251.158 1208.418 167.413 1256.768 83.734 1208.432 83.663 1111.709 167.408 1063.359 251.137 1111.782 1 0 0.986 2.000 0.487 1.000 0.460 1.000 106 0 1705080 True 3 3.600 0 81.785 0 1705080 17020 117020 -55 -33
17 5 9 FO 83.755 1305.068 1 6 167.413 1256.768 167.434 1353.405 83.690 1401.755 0.011 1353.418 -0.010 1256.782 83.734 1208.432 167.413 1256.768 1 0 0.901 2.000 0.430 1.000 0.416 1.000 107 0 1705090 True 3 3.600 0 86.328 0 1705090 17021 117021 -55 -33
17 5 10 bOe 0.032 1450.055 2 5 83.711 1498.391 -83.713 1498.405 -83.734 1401.768 0.011 1353.418 83.690 1401.755 83.711 1498.391 0.000 0.000 1 0 0.712 1.000 0.355 1.000 0.355 1.000 107 0 1705100 False 3 3.600 1 89.999 0 1705100 17021 117021 -55 -33
17 6 0 FM 1004.600 0.000 0 6 1004.600 -96.700 1088.400 -48.300 1088.400 48.300 1004.600 96.700 920.900 48.300 920.900 -48.300 1004.600 -96.700 0 0 1.167 2.000 0.598 1.000 0.549 1.000 1 0 1706000 True 3 3.600 0 0.000 0 1706000 17000 117000 -55 -33
17 6 1 FM 920.900 145.000 0 6 920.900 48.300 1004.600 96.700 1004.600 193.300 920.900 241.700 837.200 193.300 837.200 96.700 920.900 48.300 0 0 1.280 2.000 0.687 1.000 0.624 1.000 3 0 1706010 False 3 3.600 0 8.948 0 1706010 17000 117000 -55 -33
17 6 2 FM 837.200 290.000 0 6 837.200 193.300 920.900 241.700 920.900 338.400 837.200 386.700 753.500 338.400 753.500 241.700 837.200 193.300 0 0 1.342 2.000 0.748 1.000 0.679 1.000 5 0 1706020 False 3 3.600 0 19.106 0 1706020 17000 117000 -55 -33
17 6 3 FM 753.500 435.000 1 6 753.500 338.400 837.200 386.700 837.200 483.400 753.500 531.700 669.800 483.400 669.800 386.700 753.500 338.400 0 1 1.349 2.000 0.765 1.000 0.694 1.000 9 0 1706030 False 3 3.600 1 29.998 0 1706030 17010 117010 -55 -33
17 6 4 FM 669.800 580.000 1 6 669.800 483.400 753.500 531.700 753.500 628.400 669.800 676.700 586.000 628.400 586.000 531.700 669.800 483.400 0 1 1.339 2.000 0.744 1.000 0.677 1.000 10 0 1706040 False 3 3.600 1 40.890 0 1706040 17010 117010 -55 -33
17 6 5 FM 586.000 725.000 1 6 586.000 628.400 669.800 676.700 669.800 773.400 586.000 821.700 502.300 773.400 502.300 676.700 586.000 628.400 0 1 1.286 2.000 0.697 1.000 0.632 1.000 11 0 1706050 False 3 3.600 1 51.052 0 1706050 17011 117010 -55 -33
17 6 6 FM 502.300 870.009 1 6 586.045 821.659 586.029 918.432 502.371 966.732 418.555 918.359 418.621 821.673 502.279 773.373 586.045 821.659 1 0 1.167 2.000 0.598 1.000 0.549 1.000 101 0 1706060 True 3 3.600 0 60.000 0 1706060 17020 117020 -55 -33
17 6 7 FM 418.626 1015.082 1 6 502.371 966.732 502.305 1063.418 418.647 1111.718 334.882 1063.432 334.897 966.659 418.555 918.359 502.371 966.732 1 0 1.071 2.000 0.527 1.000 0.491 1.000 103 0 1706070 True 3 3.600 0 67.588 0 1706070 17020 117020 -55 -33
17 6 8 FM 334.903 1160.068 1 6 418.647 1111.718 418.582 1208.405 334.837 1256.755 251.158 1208.418 251.137 1111.782 334.882 1063.432 418.647 1111.718 1 0 0.967 2.000 0.472 1.000 0.448 1.000 105 1 1706080 False 3 3.600 0 73.897 0 1706080 17020 117020 -55 -33
17 6 9 FO 251.179 1305.055 1 6 334.837 1256.755 334.858 1353.391 251.113 1401.741 167.434 1353.405 167.413 1256.768 251.158 1208.418 334.837 1256.755 1 0 0.882 2.000 0.422 1.000 0.411 1.000 106 1 1706090 False 3 3.600 0 79.106 0 1706090 17020 117020 -55 -33
17 6 10 FOe 167.455 1450.041 1 6 251.113 1401.741 251.134 1498.377 167.390 1546.727 83.711 1498.391 83.690 1401.755 167.434 1353.405 251.113 1401.741 1 0 0.984 2.000 0.450 1.000 0.450 1.000 107 1 1706100 False 3 3.600 0 83.412 0 1706100 17021 117021 -55 -33
17 7 0 FM 1172.100 0.000 0 6 1172.100 -96.700 1255.800 -48.300 1255.800 48.300 1172.100 96.700 1088.400 48.300 1088.400 -48.300 1172.100 -96.700 0 0 1.002 2.000 0.492 1.000 0.464 1.000 1 1 1707000 False 3 3.600 0 0.000 0 1707000 17000 117000 -55 -33
17 7 1 FM 1088.400 145.000 0 6 1088.400 48.300 1172.100 96.700 1172.100 193.300 1088.400 241.700 1004.600 193.300 1004.600 96.700 1088.400 48.300 0 0 1.071 2.000 0.527 1.000 0.491 1.000 3 0 1707010 True 3 3.600 0 7.588 0 1707010 17000 117000 -55 -33
17 7 2 FM 1004.600 290.000 0 6 1004.600 193.300 1088.400 241.700 1088.400 338.400 1004.600 386.700 920.900 338.400 920.900 241.700 1004.600 193.300 0 0 1.130 2.000 0.561 1.000 0.518 1.000 5 0 1707020 True 3 3.600 0 16.102 0 1707020 17000 117000 -55 -33
17 7 3 FM 920.900 435.000 0 6 920.900 338.400 1004.600 386.700 1004.600 483.400 920.900 531.700 837.200 483.400 837.200 386.700 920.900 338.400 0 0 1.189 2.000 0.586 1.000 0.539 1.000 6 0 1707030 False 3 3.600 0 25.284 0 1707030 17000 117000 -55 -33
17 7 4 FM 837.200 580.000 1 6 837.200 483.400 920.900 531.700 920.900 628.400 837.200 676.700 753.500 628.400 753.500 531.700 837.200 483.400 0 1 1.172 2.000 0.581 1.000 0.535 1.000 9 0 1707040 True 3 3.600 1 34.714 0 1707040 17010 117010 -55 -33
17 7 5 FM 753.500 725.000 1 6 753.500 628.400 837.200 676.700 837.200 773.400 753.500 821.700 669.800 773.400 669.800 676.700 753.500 628.400 0 1 1.128 2.000 0.565 1.000 0.522 1.000 10 0 1707050 True 3 3.600 1 43.896 0 1707050 17010 117010 -55 -33
17 7 6 FM 669.800 870.000 1 6 669.800 773.400 753.500 821.700 753.500 918.400 669.800 966.700 586.000 918.400 586.000 821.700 669.800 773.400 0 1 1.076 2.000 0.528 1.000 0.492 1.000 11 0 1707060 True 3 3.600 1 52.408 0 1707060 17011 117010 -55 -33
