plane u v itype x0 y0 irot nvertices vx_0 vy_0 vx_1 vy_1 vx_2 vy_2 vx_3 vy_3 vx_4 vy_4 vx_5 vy_5 vx_6 vy_6 icassette_0 icassette_1 trigRate trigLinks dataRate_ld dataLinks_ld dataRate_hd dataLinks_hd
34 9 11 FO 586.00000 1498.40000 1 6 669.80000 1450.10000 669.80000 1546.80000 586.00000 1595.10000 502.30000 1546.80000 502.30000 1450.10000 586.00000 1401.70000 669.80000 1450.10000 1 0 0.66300 2.00000 0.36500 1.00000 0.36500 1.00000
34 3 3 FIe 251.20000 338.40000 1 6 167.50000 290.00000 251.20000 241.70000 334.90000 290.00000 334.90000 386.70000 251.20000 435.00000 167.50000 386.70000 167.50000 290.00000 0 1 1.33800 2.00000 1.64400 2.00000 1.67600 2.00000
34 3 1 FIe 418.60000 48.30000 0 6 334.80000 -0.00000 418.60000 -48.40000 502.30000 0.00000 502.30000 96.70000 418.60000 145.00000 334.90000 96.70000 334.80000 -0.00000 0 0 1.34300 2.00000 1.64700 2.00000 1.68400 2.00000
34 1 4 FI -167.40000 483.40000 2 6 -83.70000 435.00000 -83.70000 531.70000 -167.40000 580.00000 -251.20000 531.70000 -251.20000 435.00000 -167.40000 386.70000 -83.70000 435.00000 0 1 1.09300 2.00000 1.25000 1.00000 1.27200 1.00000
34 2 5 FI -83.70000 628.40000 2 6 0.00000 580.00000 0.00000 676.70000 -83.70000 725.00000 -167.40000 676.70000 -167.40000 580.00000 -83.70000 531.70000 0.00000 580.00000 1 0 0.90800 2.00000 1.05600 1.00000 0.96500 1.00000
34 3 6 FM 0.00000 773.40000 1 6 83.70000 725.00000 83.70000 821.70000 0.00000 870.00000 -83.70000 821.70000 -83.70000 725.00000 0.00000 676.70000 83.70000 725.00000 1 0 0.82200 2.00000 0.53600 1.00000 0.49500 1.00000
34 4 7 FM 83.70000 918.40000 1 6 167.40000 870.00000 167.40000 966.70000 83.70000 1015.10000 0.00000 966.70000 0.00000 870.00000 83.70000 821.70000 167.40000 870.00000 1 0 0.76200 2.00000 0.43800 1.00000 0.42200 1.00000
34 5 8 FO 167.40000 1063.40000 1 6 251.20000 1015.10000 251.20000 1111.70000 167.40000 1160.10000 83.70000 1111.70000 83.70000 1015.10000 167.40000 966.70000 251.20000 1015.10000 1 0 0.72400 2.00000 0.39400 1.00000 0.38900 1.00000
34 6 9 FO 251.20000 1208.40000 1 6 334.90000 1160.10000 334.90000 1256.70000 251.20000 1305.10000 167.40000 1256.70000 167.40000 1160.10000 251.20000 1111.70000 334.90000 1160.10000 1 0 0.69500 2.00000 0.38000 1.00000 0.37800 1.00000
34 7 10 FO 334.90000 1353.40000 1 6 418.60000 1305.10000 418.60000 1401.70000 334.90000 1450.10000 251.20000 1401.70000 251.20000 1305.10000 334.90000 1256.70000 418.60000 1305.10000 1 0 0.68000 2.00000 0.37000 1.00000 0.37000 1.00000
34 8 11 FO 418.60000 1498.40000 1 6 502.30000 1450.10000 502.30000 1546.80000 418.60000 1595.10000 334.90000 1546.80000 334.90000 1450.10000 418.60000 1401.70000 502.30000 1450.10000 1 0 0.66700 2.00000 0.36700 1.00000 0.36600 1.00000
34 4 4 FI 334.90000 483.40000 1 6 251.20000 435.00000 334.90000 386.70000 418.60000 435.00000 418.60000 531.70000 334.90000 580.10000 251.20000 531.60000 251.20000 435.00000 0 1 0.95100 2.00000 1.19200 1.00000 1.07500 1.00000
34 4 3 FI 418.60000 338.40000 1 6 334.90000 290.00000 418.60000 241.70000 502.30000 290.00000 502.30000 386.60000 418.60000 435.00000 334.90000 386.70000 334.90000 290.00000 0 1 1.03800 2.00000 1.17100 1.00000 1.18800 1.00000
34 4 2 FI 502.30000 193.30000 0 6 418.60000 145.00000 502.30000 96.70000 586.00000 145.00000 586.00000 241.70000 502.30000 290.00000 418.60000 241.70000 418.60000 145.00000 0 0 1.03100 2.00000 1.18000 1.00000 1.19700 1.00000
34 4 1 FI 586.00000 48.30000 0 6 502.30000 0.00000 586.10000 -48.30000 669.70000 0.00000 669.80000 96.70000 586.00000 145.00000 502.30000 96.70000 502.30000 0.00000 0 0 0.95600 2.00000 1.20900 1.00000 1.08900 1.00000
34 1 5 FI -251.20000 628.40000 2 6 -167.40000 580.00000 -167.40000 676.70000 -251.20000 725.00000 -334.90000 676.70000 -334.90000 580.00000 -251.20000 531.70000 -167.40000 580.00000 0 1 0.87700 2.00000 0.96500 1.00000 0.89200 1.00000
34 2 6 FM -167.40000 773.40000 2 6 -83.70000 725.00000 -83.70000 821.70000 -167.40000 870.00000 -251.20000 821.70000 -251.20000 725.00000 -167.40000 676.70000 -83.70000 725.00000 0 1 0.81700 2.00000 0.52300 1.00000 0.48600 1.00000
34 3 7 FM -83.70000 918.40000 2 6 0.00000 870.00000 0.00000 966.70000 -83.70000 1015.10000 -167.40000 966.70000 -167.40000 870.00000 -83.70000 821.70000 0.00000 870.00000 0 1 0.75600 2.00000 0.43600 1.00000 0.42100 1.00000
34 4 8 FO 0.00000 1063.40000 1 6 83.70000 1015.10000 83.70000 1111.70000 0.00000 1160.10000 -83.70000 1111.70000 -83.70000 1015.10000 0.00000 966.70000 83.70000 1015.10000 1 0 0.71900 2.00000 0.39900 1.00000 0.39300 1.00000
34 5 9 FO 83.70000 1208.40000 1 6 167.40000 1160.10000 167.40000 1256.70000 83.70000 1305.10000 0.00000 1256.70000 0.00000 1160.10000 83.70000 1111.70000 167.40000 1160.10000 1 0 0.69800 2.00000 0.38100 1.00000 0.37900 1.00000
34 6 10 FO 167.40000 1353.40000 1 6 251.20000 1305.10000 251.20000 1401.70000 167.40000 1450.10000 83.70000 1401.70000 83.70000 1305.10000 167.40000 1256.70000 251.20000 1305.10000 1 0 0.67900 2.00000 0.37300 1.00000 0.37200 1.00000
34 7 11 FO 251.20000 1498.40000 1 6 334.90000 1450.10000 334.90000 1546.80000 251.20000 1595.10000 167.40000 1546.80000 167.40000 1450.10000 251.20000 1401.70000 334.90000 1450.10000 1 0 0.66800 2.00000 0.36700 1.00000 0.36700 1.00000
34 8 12 FOe 334.90000 1643.40000 1 6 418.60000 1595.10000 418.60000 1691.80000 334.90000 1740.10000 251.20000 1691.80000 251.20000 1595.10000 334.90000 1546.80000 418.60000 1595.10000 1 0 0.66400 2.00000 0.36500 1.00000 0.36500 1.00000
34 5 5 F 418.60000 628.40000 1 6 334.90000 580.10000 418.60000 531.70000 502.30000 580.10000 502.30000 676.70000 418.60000 725.00000 334.90000 676.70000 334.90000 580.10000 0 1 0.83300 2.00000 0.85500 1.00000 0.80800 1.00000
34 5 4 FI 502.30000 483.40000 1 6 418.60000 435.00000 502.30000 386.60000 586.00000 435.10000 586.10000 531.70000 502.30000 580.10000 418.60000 531.70000 418.60000 435.00000 0 1 0.87100 2.00000 0.92500 1.00000 0.86100 1.00000
34 5 3 FI 586.00000 338.40000 1 6 502.30000 290.00000 586.00000 241.70000 669.70000 290.00000 669.80000 386.70000 586.00000 435.10000 502.30000 386.60000 502.30000 290.00000 0 0 0.89000 2.00000 0.95900 1.00000 0.88800 1.00000
34 5 2 FI 669.80000 193.30000 0 6 586.00000 145.00000 669.80000 96.70000 753.40000 145.00000 753.50000 241.60000 669.70000 290.00000 586.00000 241.70000 586.00000 145.00000 0 0 0.87200 2.00000 0.92200 1.00000 0.85800 1.00000
34 5 1 F 753.50000 48.30000 0 6 669.70000 0.00000 753.50000 -48.30000 837.20000 0.00000 837.20000 96.70000 753.40000 145.00000 669.80000 96.70000 669.70000 0.00000 0 0 0.83900 2.00000 0.84300 1.00000 0.79800 1.00000
34 1 6 FM -334.90000 773.40000 2 6 -251.20000 725.00000 -251.20000 821.70000 -334.90000 870.00000 -418.60000 821.70000 -418.60000 725.00000 -334.90000 676.70000 -251.20000 725.00000 0 1 0.78800 2.00000 0.47900 1.00000 0.45200 1.00000
34 2 7 FM -251.20000 918.40000 2 6 -167.40000 870.00000 -167.40000 966.70000 -251.20000 1015.10000 -334.90000 966.70000 -334.90000 870.00000 -251.20000 821.70000 -167.40000 870.00000 0 1 0.74500 2.00000 0.42800 1.00000 0.41500 1.00000
34 3 8 FO -167.40000 1063.40000 2 6 -83.70000 1015.10000 -83.70000 1111.70000 -167.40000 1160.10000 -251.20000 1111.70000 -251.20000 1015.10000 -167.40000 966.70000 -83.70000 1015.10000 0 1 0.72000 2.00000 0.39300 1.00000 0.38800 1.00000
34 4 9 FO -83.70000 1208.40000 2 6 0.00000 1160.10000 0.00000 1256.70000 -83.70000 1305.10000 -167.40000 1256.70000 -167.40000 1160.10000 -83.70000 1111.70000 0.00000 1160.10000 0 1 0.69400 2.00000 0.37900 1.00000 0.37700 1.00000
34 5 10 FO 0.00000 1353.40000 1 6 83.70000 1305.10000 83.70000 1401.70000 0.00000 1450.10000 -83.70000 1401.70000 -83.70000 1305.10000 0.00000 1256.70000 83.70000 1305.10000 1 0 0.68500 2.00000 0.37100 1.00000 0.37000 1.00000
34 6 11 FO 83.70000 1498.40000 1 6 167.40000 1450.10000 167.40000 1546.80000 83.70000 1595.10000 0.00000 1546.80000 0.00000 1450.10000 83.70000 1401.70000 167.40000 1450.10000 1 0 0.66900 2.00000 0.36700 1.00000 0.36700 1.00000
34 7 12 FOe 167.40000 1643.40000 1 6 251.20000 1595.10000 251.20000 1691.80000 167.40000 1740.10000 83.70000 1691.80000 83.70000 1595.10000 167.40000 1546.80000 251.20000 1595.10000 1 0 0.78200 2.00000 0.41300 1.00000 0.41300 1.00000
34 6 6 FM 502.30000 773.40000 1 6 418.60000 725.00000 502.30000 676.70000 586.00000 725.00000 586.00000 821.70000 502.30000 870.00000 418.60000 821.70000 418.60000 725.00000 0 1 0.76700 2.00000 0.44500 1.00000 0.42700 1.00000
34 6 5 FM 586.00000 628.40000 1 6 502.30000 580.10000 586.10000 531.70000 669.70000 580.00000 669.80000 676.70000 586.00000 725.00000 502.30000 676.70000 502.30000 580.10000 0 1 0.77300 2.00000 0.46700 1.00000 0.44300 1.00000
34 6 4 FM 669.80000 483.40000 1 6 586.00000 435.10000 669.80000 386.70000 753.50000 435.10000 753.50000 531.70000 669.70000 580.00000 586.10000 531.70000 586.00000 435.10000 0 1 0.80200 2.00000 0.49700 1.00000 0.46600 1.00000
34 6 3 FM 753.50000 338.40000 0 6 669.70000 290.00000 753.50000 241.60000 837.20000 290.10000 837.20000 386.70000 753.50000 435.10000 669.80000 386.70000 669.70000 290.00000 0 0 0.79300 2.00000 0.48900 1.00000 0.46000 1.00000
34 6 2 FM 837.20000 193.30000 0 6 753.40000 145.00000 837.20000 96.70000 920.90000 145.00000 920.90000 241.70000 837.20000 290.10000 753.50000 241.60000 753.40000 145.00000 0 0 0.79200 2.00000 0.47300 1.00000 0.44800 1.00000
34 6 1 FM 920.90000 48.30000 0 6 837.20000 0.00000 920.90000 -48.30000 1004.60000 0.00000 1004.60000 96.60000 920.90000 145.00000 837.20000 96.70000 837.20000 0.00000 0 0 0.75800 2.00000 0.44000 1.00000 0.42400 1.00000
34 1 7 FO -418.60000 918.40000 2 6 -334.90000 870.00000 -334.90000 966.70000 -418.60000 1015.10000 -502.30000 966.70000 -502.30000 870.00000 -418.60000 821.70000 -334.90000 870.00000 0 1 0.74100 2.00000 0.40800 1.00000 0.40000 1.00000
34 2 8 FO -334.90000 1063.40000 2 6 -251.20000 1015.10000 -251.20000 1111.70000 -334.90000 1160.10000 -418.60000 1111.70000 -418.60000 1015.10000 -334.90000 966.70000 -251.20000 1015.10000 0 1 0.71500 2.00000 0.39000 1.00000 0.38600 1.00000
34 3 9 FO -251.20000 1208.40000 2 6 -167.40000 1160.10000 -167.40000 1256.70000 -251.20000 1305.10000 -334.90000 1256.70000 -334.90000 1160.10000 -251.20000 1111.70000 -167.40000 1160.10000 0 1 0.70000 2.00000 0.38000 1.00000 0.37700 1.00000
34 4 10 FO -167.40000 1353.40000 2 6 -83.70000 1305.10000 -83.70000 1401.70000 -167.40000 1450.10000 -251.20000 1401.70000 -251.20000 1305.10000 -167.40000 1256.70000 -83.70000 1305.10000 0 1 0.67800 2.00000 0.37200 1.00000 0.37100 1.00000
34 5 11 FO -83.70000 1498.40000 2 6 0.00000 1450.10000 0.00000 1546.80000 -83.70000 1595.10000 -167.40000 1546.80000 -167.40000 1450.10000 -83.70000 1401.70000 0.00000 1450.10000 0 1 0.67300 2.00000 0.36800 1.00000 0.36700 1.00000
34 6 12 dOe 0.00000 1643.40000 1 5 83.70000 1595.10000 83.70000 1643.40000 -83.70000 1643.40000 -83.70000 1595.10000 -0.00000 1546.70000 83.70000 1595.10000 0.00000 0.00000 1 0 0.34700 1.00000 0.22100 1.00000 0.22100 1.00000
34 7 7 FO 586.00000 918.40000 1 6 502.30000 870.00000 586.00000 821.70000 669.80000 870.10000 669.80000 966.70000 586.10000 1015.10000 502.40000 966.70000 502.30000 870.00000 0 1 0.71400 2.00000 0.39400 1.00000 0.38900 1.00000
34 7 6 FO 669.80000 773.40000 1 6 586.00000 725.00000 669.80000 676.70000 753.40000 725.00000 753.50000 821.70000 669.80000 870.10000 586.00000 821.70000 586.00000 725.00000 0 1 0.72900 2.00000 0.40500 1.00000 0.39800 1.00000
34 7 5 FM 753.50000 628.40000 1 6 669.70000 580.00000 753.50000 531.70000 837.20000 580.00000 837.20000 676.70000 753.40000 725.00000 669.80000 676.70000 669.70000 580.00000 0 1 0.74600 2.00000 0.41700 1.00000 0.40700 1.00000
34 7 4 FM 837.20000 483.40000 0 6 753.50000 435.10000 837.20000 386.70000 920.90000 435.00000 920.90000 531.70000 837.20000 580.00000 753.50000 531.70000 753.50000 435.10000 0 0 0.74500 2.00000 0.42100 1.00000 0.41000 1.00000
34 7 3 FM 920.90000 338.40000 0 6 837.20000 290.10000 920.90000 241.70000 1004.60000 290.10000 1004.60000 386.70000 920.90000 435.00000 837.20000 386.70000 837.20000 290.10000 0 0 0.74700 2.00000 0.41800 1.00000 0.40800 1.00000
34 7 2 FO 1004.60000 193.30000 0 6 920.90000 145.00000 1004.60000 96.60000 1088.30000 145.10000 1088.40000 241.70000 1004.60000 290.10000 920.90000 241.70000 920.90000 145.00000 0 0 0.73000 2.00000 0.40700 1.00000 0.39900 1.00000
34 7 1 FO 1088.40000 48.30000 0 6 1004.60000 0.00000 1088.30000 -48.30000 1172.10000 -0.10000 1172.10000 96.70000 1088.30000 145.10000 1004.60000 96.60000 1004.60000 0.00000 0 0 0.71600 2.00000 0.39300 1.00000 0.38800 1.00000
34 1 8 FO -502.30000 1063.40000 2 6 -418.60000 1015.10000 -418.60000 1111.70000 -502.30000 1160.10000 -586.00000 1111.70000 -586.00000 1015.10000 -502.30000 966.70000 -418.60000 1015.10000 0 1 0.70600 2.00000 0.38400 1.00000 0.38200 1.00000
34 2 9 FO -418.60000 1208.40000 2 6 -334.90000 1160.10000 -334.90000 1256.70000 -418.60000 1305.10000 -502.30000 1256.70000 -502.30000 1160.10000 -418.60000 1111.70000 -334.90000 1160.10000 0 1 0.69400 2.00000 0.37600 1.00000 0.37400 1.00000
34 3 10 FO -334.90000 1353.40000 2 6 -251.20000 1305.10000 -251.20000 1401.70000 -334.90000 1450.10000 -418.60000 1401.70000 -418.60000 1305.10000 -334.90000 1256.70000 -251.20000 1305.10000 0 1 0.67700 2.00000 0.37200 1.00000 0.37100 1.00000
34 4 11 FO -251.20000 1498.40000 2 6 -167.40000 1450.10000 -167.40000 1546.80000 -251.20000 1595.10000 -334.90000 1546.80000 -334.90000 1450.10000 -251.20000 1401.70000 -167.40000 1450.10000 0 1 0.66900 2.00000 0.36700 1.00000 0.36700 1.00000
34 5 12 FOe -167.40000 1643.40000 2 6 -83.70000 1595.10000 -83.70000 1691.80000 -167.40000 1740.10000 -251.20000 1691.80000 -251.20000 1595.10000 -167.40000 1546.80000 -83.70000 1595.10000 0 1 0.78000 2.00000 0.41400 1.00000 0.41400 1.00000
34 8 8 FO 669.80000 1063.40000 1 6 586.10000 1015.10000 669.80000 966.70000 753.50000 1015.10000 753.50000 1111.70000 669.80000 1160.00000 586.10000 1111.70000 586.10000 1015.10000 0 1 0.69400 2.00000 0.37800 1.00000 0.37600 1.00000
34 8 7 FO 753.50000 918.40000 1 6 669.80000 870.10000 753.50000 821.70000 837.20000 870.10000 837.20000 966.70000 753.50000 1015.10000 669.80000 966.70000 669.80000 870.10000 0 1 0.70100 2.00000 0.38400 1.00000 0.38100 1.00000
34 8 6 FO 837.20000 773.40000 1 6 753.40000 725.00000 837.20000 676.70000 920.90000 725.10000 920.90000 821.70000 837.20000 870.10000 753.50000 821.70000 753.40000 725.00000 0 1 0.70700 2.00000 0.38800 1.00000 0.38500 1.00000
34 8 5 FO 920.90000 628.40000 1 6 837.20000 580.00000 920.90000 531.70000 1004.60000 580.00000 1004.70000 676.70000 920.90000 725.10000 837.20000 676.70000 837.20000 580.00000 0 1 0.71800 2.00000 0.38900 1.00000 0.38500 1.00000
34 8 4 FO 1004.60000 483.40000 0 6 920.90000 435.00000 1004.60000 386.70000 1088.30000 435.00000 1088.30000 531.70000 1004.60000 580.00000 920.90000 531.70000 920.90000 435.00000 0 0 0.71500 2.00000 0.38700 1.00000 0.38400 1.00000
34 8 3 FO 1088.40000 338.40000 0 6 1004.60000 290.10000 1088.40000 241.70000 1172.00000 290.00000 1172.10000 386.70000 1088.30000 435.00000 1004.60000 386.70000 1004.60000 290.10000 0 0 0.70600 2.00000 0.38700 1.00000 0.38300 1.00000
34 8 2 FO 1172.10000 193.30000 0 6 1088.30000 145.10000 1172.10000 96.70000 1255.90000 145.00000 1255.80000 241.70000 1172.00000 290.00000 1088.40000 241.70000 1088.30000 145.10000 0 0 0.70500 2.00000 0.38300 1.00000 0.38000 1.00000
34 8 1 FO 1255.80000 48.30000 0 6 1172.10000 -0.10000 1255.80000 -48.40000 1339.60000 0.00000 1339.50000 96.70000 1255.90000 145.00000 1172.10000 96.70000 1172.10000 -0.10000 0 0 0.69200 2.00000 0.37600 1.00000 0.37500 1.00000
34 1 9 FO -586.00000 1208.40000 2 6 -502.30000 1160.10000 -502.30000 1256.70000 -586.00000 1305.10000 -669.80000 1256.70000 -669.80000 1160.10000 -586.00000 1111.70000 -502.30000 1160.10000 0 1 0.68300 2.00000 0.37400 1.00000 0.37300 1.00000
34 2 10 FO -502.30000 1353.40000 2 6 -418.60000 1305.10000 -418.60000 1401.70000 -502.30000 1450.10000 -586.00000 1401.70000 -586.00000 1305.10000 -502.30000 1256.70000 -418.60000 1305.10000 0 1 0.67400 2.00000 0.37000 1.00000 0.36900 1.00000
34 3 11 FO -418.60000 1498.40000 2 6 -334.90000 1450.10000 -334.90000 1546.80000 -418.60000 1595.10000 -502.30000 1546.80000 -502.30000 1450.10000 -418.60000 1401.70000 -334.90000 1450.10000 0 1 0.66400 2.00000 0.36700 1.00000 0.36700 1.00000
34 4 12 FOe -334.90000 1643.40000 2 6 -251.20000 1595.10000 -251.20000 1691.80000 -334.90000 1740.10000 -418.60000 1691.80000 -418.60000 1595.10000 -334.90000 1546.80000 -251.20000 1595.10000 0 1 0.66700 2.00000 0.36500 1.00000 0.36500 1.00000
34 9 9 FO 753.50000 1208.40000 1 6 669.80000 1160.00000 753.50000 1111.70000 837.20000 1160.00000 837.20000 1256.80000 753.50000 1305.10000 669.80000 1256.70000 669.80000 1160.00000 0 1 0.67400 2.00000 0.37100 1.00000 0.37000 1.00000
34 9 8 FO 837.20000 1063.40000 1 6 753.50000 1015.10000 837.20000 966.70000 920.90000 1015.00000 920.90000 1111.70000 837.20000 1160.00000 753.50000 1111.70000 753.50000 1015.10000 0 1 0.68300 2.00000 0.37300 1.00000 0.37200 1.00000
34 9 7 FO 920.90000 918.40000 1 6 837.20000 870.10000 920.90000 821.70000 1004.60000 870.10000 1004.60000 966.70000 920.90000 1015.00000 837.20000 966.70000 837.20000 870.10000 0 1 0.68300 2.00000 0.37700 1.00000 0.37500 1.00000
34 9 6 FO 1004.60000 773.40000 1 6 920.90000 725.10000 1004.70000 676.70000 1088.30000 725.10000 1088.40000 821.70000 1004.60000 870.10000 920.90000 821.70000 920.90000 725.10000 0 1 0.69300 2.00000 0.37900 1.00000 0.37700 1.00000
34 9 5 FO 1088.40000 628.40000 0 6 1004.60000 580.00000 1088.30000 531.70000 1172.10000 580.10000 1172.10000 676.70000 1088.30000 725.10000 1004.70000 676.70000 1004.60000 580.00000 0 0 0.69300 2.00000 0.37700 1.00000 0.37500 1.00000
34 9 4 FO 1172.10000 483.40000 0 6 1088.30000 435.00000 1172.10000 386.70000 1255.70000 435.00000 1255.80000 531.70000 1172.10000 580.10000 1088.30000 531.70000 1088.30000 435.00000 0 0 0.68900 2.00000 0.37900 1.00000 0.37700 1.00000
34 9 3 FO 1255.80000 338.40000 0 6 1172.00000 290.00000 1255.80000 241.70000 1339.60000 290.00000 1339.50000 386.70000 1255.70000 435.00000 1172.10000 386.70000 1172.00000 290.00000 0 0 0.68400 2.00000 0.37600 1.00000 0.37400 1.00000
34 9 2 FO 1339.50000 193.30000 0 6 1255.90000 145.00000 1339.50000 96.70000 1423.30000 145.00000 1423.20000 241.70000 1339.60000 290.00000 1255.80000 241.70000 1255.90000 145.00000 0 0 0.68000 2.00000 0.37400 1.00000 0.37300 1.00000
34 9 1 FO 1423.20000 48.30000 0 6 1339.60000 0.00000 1423.20000 -48.30000 1507.00000 0.00000 1506.90000 96.70000 1423.30000 145.00000 1339.50000 96.70000 1339.60000 0.00000 0 0 0.67500 2.00000 0.37100 1.00000 0.37000 1.00000
34 1 10 FO -669.80000 1353.40000 2 6 -586.00000 1305.10000 -586.00000 1401.70000 -669.80000 1450.10000 -753.50000 1401.70000 -753.50000 1305.10000 -669.80000 1256.70000 -586.00000 1305.10000 0 1 0.66900 2.00000 0.36900 1.00000 0.36800 1.00000
34 2 11 FO -586.00000 1498.40000 2 6 -502.30000 1450.10000 -502.30000 1546.80000 -586.00000 1595.10000 -669.80000 1546.80000 -669.80000 1450.10000 -586.00000 1401.70000 -502.30000 1450.10000 0 1 0.66100 2.00000 0.36600 1.00000 0.36500 1.00000
34 10 10 bOe 837.20000 1353.40000 2 5 920.90000 1401.70000 753.50000 1401.70000 753.50000 1305.10000 837.20000 1256.70000 920.90000 1305.10000 920.90000 1401.70000 0.00000 0.00000 0 1 0.56700 1.00000 0.31800 1.00000 0.31800 1.00000
34 10 9 FO 920.90000 1208.40000 1 6 837.20000 1160.00000 920.90000 1111.70000 1004.60000 1160.10000 1004.70000 1256.70000 920.90000 1305.10000 837.20000 1256.80000 837.20000 1160.00000 0 1 0.67000 2.00000 0.36900 1.00000 0.36800 1.00000
34 10 8 FO 1004.60000 1063.40000 1 6 920.90000 1015.00000 1004.60000 966.70000 1088.30000 1015.00000 1088.40000 1111.80000 1004.60000 1160.10000 920.90000 1111.70000 920.90000 1015.00000 0 1 0.67200 2.00000 0.37000 1.00000 0.36900 1.00000
34 10 7 FO 1088.40000 918.40000 1 6 1004.60000 870.10000 1088.40000 821.70000 1172.00000 870.00000 1172.10000 966.70000 1088.30000 1015.00000 1004.60000 966.70000 1004.60000 870.10000 0 1 0.67900 2.00000 0.37000 1.00000 0.36900 1.00000
34 10 6 FO 1172.10000 773.40000 1 6 1088.30000 725.10000 1172.10000 676.70000 1255.80000 725.10000 1255.80000 821.70000 1172.00000 870.00000 1088.40000 821.70000 1088.30000 725.10000 0 1 0.67600 2.00000 0.37100 1.00000 0.37000 1.00000
34 10 5 FO 1255.80000 628.40000 0 6 1172.10000 580.10000 1255.80000 531.70000 1339.50000 580.10000 1339.50000 676.70000 1255.80000 725.10000 1172.10000 676.70000 1172.10000 580.10000 0 0 0.67300 2.00000 0.37000 1.00000 0.36900 1.00000
34 10 4 FO 1339.50000 483.40000 0 6 1255.70000 435.00000 1339.50000 386.70000 1423.30000 435.00000 1423.20000 531.70000 1339.50000 580.10000 1255.80000 531.70000 1255.70000 435.00000 0 0 0.67400 2.00000 0.37100 1.00000 0.37000 1.00000
34 10 3 FO 1423.20000 338.40000 0 6 1339.60000 290.00000 1423.20000 241.70000 1507.00000 290.00000 1507.00000 386.70000 1423.30000 435.00000 1339.50000 386.70000 1339.60000 290.00000 0 0 0.67400 2.00000 0.37000 1.00000 0.36900 1.00000
34 10 2 FO 1507.00000 193.30000 0 6 1423.30000 145.00000 1506.90000 96.70000 1590.70000 145.00000 1590.60000 241.70000 1507.00000 290.00000 1423.20000 241.70000 1423.30000 145.00000 0 0 0.67000 2.00000 0.36800 1.00000 0.36700 1.00000
34 10 1 bOe 1590.70000 48.30000 0 5 1590.70000 -48.30000 1674.40000 96.70000 1590.70000 145.00000 1507.00000 96.70000 1507.00000 -0.00000 1590.70000 -48.30000 0.00000 0.00000 0 0 0.56600 1.00000 0.31700 1.00000 0.31700 1.00000
34 1 11 aOe -753.50000 1498.40000 3 4 -753.50000 1595.10000 -753.50000 1401.70000 -669.80000 1450.10000 -669.80000 1546.80000 -753.50000 1595.10000 0.00000 0.00000 0.00000 0.00000 0 1 0.34700 1.00000 0.22200 1.00000 0.22200 1.00000
34 11 10 FOe 1004.60000 1353.40000 1 6 920.90000 1305.10000 1004.70000 1256.70000 1088.30000 1305.10000 1088.40000 1401.70000 1004.60000 1450.10000 920.90000 1401.70000 920.90000 1305.10000 0 1 0.66500 2.00000 0.36500 1.00000 0.36500 1.00000
34 11 9 FO 1088.40000 1208.40000 1 6 1004.60000 1160.10000 1088.40000 1111.80000 1172.10000 1160.10000 1172.10000 1256.70000 1088.30000 1305.10000 1004.70000 1256.70000 1004.60000 1160.10000 0 1 0.78200 2.00000 0.41500 1.00000 0.41500 1.00000
34 11 8 FO 1172.10000 1063.40000 1 6 1088.30000 1015.00000 1172.10000 966.70000 1255.80000 1015.10000 1255.80000 1111.70000 1172.10000 1160.10000 1088.40000 1111.80000 1088.30000 1015.00000 0 1 0.66600 2.00000 0.36700 1.00000 0.36600 1.00000
34 11 7 FO 1255.80000 918.40000 1 6 1172.00000 870.00000 1255.80000 821.70000 1339.50000 870.00000 1339.50000 966.80000 1255.80000 1015.10000 1172.10000 966.70000 1172.00000 870.00000 0 1 0.66900 2.00000 0.36700 1.00000 0.36700 1.00000
34 11 6 FOe 1339.50000 773.40000 0 6 1255.80000 725.10000 1339.50000 676.70000 1423.20000 725.00000 1423.20000 821.70000 1339.50000 870.00000 1255.80000 821.70000 1255.80000 725.10000 0 0 0.66900 2.00000 0.36700 1.00000 0.36600 1.00000
34 11 5 FO 1423.20000 628.40000 0 6 1339.50000 580.10000 1423.20000 531.70000 1507.00000 580.00000 1506.90000 676.70000 1423.20000 725.00000 1339.50000 676.70000 1339.50000 580.10000 0 0 0.66700 2.00000 0.36800 1.00000 0.36700 1.00000
34 11 4 FO 1507.00000 483.40000 0 6 1423.30000 435.00000 1507.00000 386.70000 1590.70000 435.00000 1590.70000 531.70000 1507.00000 580.00000 1423.20000 531.70000 1423.30000 435.00000 0 0 0.66400 2.00000 0.36600 1.00000 0.36600 1.00000
34 11 3 FO 1590.70000 338.40000 0 6 1507.00000 290.00000 1590.60000 241.70000 1674.40000 290.00000 1674.40000 386.70000 1590.70000 435.00000 1507.00000 386.70000 1507.00000 290.00000 0 0 0.78100 2.00000 0.41400 1.00000 0.41400 1.00000
34 11 2 FOe 1674.40000 193.30000 0 6 1590.70000 145.00000 1674.40000 96.70000 1758.10000 145.00000 1758.10000 241.70000 1674.40000 290.00000 1590.60000 241.70000 1590.70000 145.00000 0 0 0.66300 2.00000 0.36500 1.00000 0.36500 1.00000
34 12 7 aOe 1423.20000 918.40000 5 4 1339.50000 870.00000 1507.00000 966.70000 1423.20000 1015.10000 1339.50000 966.70000 1339.50000 870.00000 0.00000 0.00000 0.00000 0.00000 0 1 0.00000 0.00000 0.22100 1.00000 0.22100 1.00000
